----  Field Name Astronomy: 
----  Field Level 1.0: 
----  Field Papers Number 90578:
----  All time max citation paper: Initial sequencing and analysis of the human genome, 2001, (10313.0 citations)
----  Papers with max citations after 5 year 
 Year|Citations|Median Citations|Venue Name|Title
1932|0|0.0||An Experimental and Analytical Investigation of Earthed Receiving Aerials
1935|0|0.0||A method of exciting the aerial system of a rotating radio beacon
1938|0|0.0||Multiple reflections between two tuned receiving antennae
1940|4.0|2.0|Journal of Genetics|Cytogenetics of Brassica hybrids and species.
1946|0|0.0|Cellular and Molecular Life Sciences|Sonnenflecken und ihre terrestrischen Wirkungen
1949|2.0|2.0|Eos, Transactions American Geophysical Union|Significance of radioactivity in geophysics  Thermal history of the Earth
1950|1.0|0.5||Mutual impedance and self-impedance of coupled parallel aerials
1951|1.0|1.0|Journal of Dairy Science|A Rapid Method of Testing for Quaternary Ammonium Compounds in Milk1
1952|1.0|0.5||Television transmitting aerials
1953|9.0|4.5|Geochimica et Cosmochimica Acta|THE GEOCHEMISTRY OF THE STABLE CARBON ISOTOPES
1954|2.0|2.0|Journal of The Franklin Institute-engineering and Applied Mathematics|Very low frequency noise power from the lightning discharge
1955|0|0.0|Proceedings of The Indian Academy of Sciences-mathematical Sciences|SCATTERING MEASUREMENTS IN NUCLEAR EMULSIONS AND THEIR APPLICATION TO MEASURING THE CHARGE OF PRIMARY COSMIC RAY NUCLEI
1956|13.0|0.0|Journal of Geophysical Research|Turbulence in the ionosphere with applications to meteortrails, radiostar scintillation, auroral radar echoes, and other phenomena
1957|4.0|4.0|Geochimica et Cosmochimica Acta|The isotope geology of oxygen
1958|0|0.0|Proceedings of The Iee Part C: Monographs|Diffraction by cylindrical reflectors
1959|1.0|1.0||An investigation of the excitation of radiation by surface waves
1960|30.0|3.5|Geochimica et Cosmochimica Acta|Determinations of concentrations of heavy elements in meteorites by activation analysis
1961|8.0|1.0|Geochimica et Cosmochimica Acta|SULPHUR ISOTOPE GEOCHEMISTRY
1962|22.0|3.0|Icarus|EVIDENCE FROM THE MOON'S SURFACE FEATURES FOR THE PRODUCTION OF LUNAR GRANITES
1963|38.0|4.0|Journal of Geophysical Research|Chargedparticle observations in the Earth's outer magnetosphere
1964|79.0|5.5|Journal of Geophysical Research|HIGH-LATITUDE GEOPHYSICAL STUDIES WITH SATELLITE INJUN 3. 3. PRECIPITATION OF ELECTRONS INTO THE ATMOSPHERE
1965|49.0|5.0|Journal of Geophysical Research|Cyclotron instabilities and electromagnetic emission in the ultra low frequency and very low frequency ranges
