----  Field Name Agronomy: 
----  Field Level 1.0: 
----  Field Papers Number 31828:
----  All time max citation paper: The Population Biology of Invasive Species, 2003, (1587.0 citations)
----  Papers with max citations after 5 year 
 Year|Citations|Median Citations|Venue Name|Title
1935|0|0.0|Journal of Ecology|A Study of the Natural Control of Ragwort (Senecio jacobaea L.).
1936|0|0.0|Botanical Review|The present status of seed treatment, with special reference to cereals
1938|0|0.0|American Journal of Potato Research|Soil fertilizer and nutrition studies with the potato in 1937
1947|0|0.0|Economic Botany|Use of synthetic hormones as weed killers in tropical agriculture
1950|0|0.0|American Journal of Potato Research|Air and soil temperatures in potato fields, Kern County, California, during spring and early summer.
1951|0|0.0|Economic Botany|Hybrid vigor in cotton Cytogenelic aspects and practical applications
1954|0|0.0|The Journal of Agricultural Science|Studies in selective weed control V. The control of weeds in linseed by chlorinated phenoxyacetic acids
1957|0|0.0||Soil Mycoflora Associated with Continuous Cropping of Corn, Oats, and Wheat
1958|1.0|1.0|Journal of Dairy Science|A Method for Manufacturing a High-NitrogenLow-Lactose Product from Whey1,2
1959|2.0|1.0|Economic Botany|The utilization of mustards.
1960|4.0|1.0|Annals of Applied Biology|THE BIOASSAY OF RESIDUES OF INSECTICIDES IN SOIL
1962|0|0.0|Economic Botany|Spanish needles ( Bidens pilosa L.) as a wild food resource
1963|0|0.0||SOME ECOLOGICAL NOTES ON THE GRASSHOPPER SPARROW
1964|0|0.0|American Journal of Potato Research|Anhydrous ammonia vs. ammonium nitrate as sources of nitrogen for rye cover crops on the potato soils of long Island1
1965|3.0|0.0|Radiation Botany|An examination of stimulatory effects of ionizing radiation in plants
1966|0|0.0|Economic Botany|Leaf Protein Concentrates: A Comparison of Protein Production Per Acre of Forage With That From Seed and Animal Crops
1967|0|0.0|Mycopathologia|Prediction of plant disease occurrence a patho-geographical approach
1968|4.0|0.5|Agricultural Meteorology|The performance of soil moisture estimates as compared with the direct use of climatological data for estimating crop yields
1969|6.0|0.0|Soil Biology & Biochemistry|The influence of soil structure and moisture on nematodes, especially xiphinema, longidorus, trichodorus and heterodera spp.
1970|14.0|1.0|Weed Research|FIELD EXPERIMENTS TO INVESTIGATE LONGTERM EFFECTS OF REPEATED APPLICATIONS OF MCPA, TRIALLATE, SIMAZINE AND LINURON: REPORT AFTER 6 YEARS
1971|6.0|1.0|Advances in Agronomy|Nature, extent, and variation of plant response to air pollutants
1972|2.0|1.0|Journal of Dairy Science|Stability of Fluid Food Emulsions. II. Interacting Effects of Electrolytes, Sodium Caseinate and Emulsifiers1
1973|78.0|0.0|Science|Food production and the energy crisis
1974|10.0|0.0||Risk Efficiency in the Interpretation of Agricultural Production Research
1975|7.0|3.0|Journal of Food Science|INHIBITION OF NNITROSAMINE FORMATION IN MODEL FOOD SYSTEMS
1976|9.0|2.5|Geophysical Research Letters|Estimating soil moisture in the root zone of crops: A technique adaptable to remote sensing
1977|16.0|1.0|Nature|Model for the regulation of nitrate assimilation
1978|6.0|2.5|Journal of Food Science|OXYGEN EFFECT ON THE DEGRADATION OF ASCORBIC ACID IN A DEHYDRATED FOOD SYSTEM
1979|21.0|2.0|Botanical Review|AllelopathyAn update
1980|23.0|2.0|Economic Botany|Azolla: botany, physiology, and use as a green manure.
1981|33.0|1.0|Journal of Geophysical Research|The temporal and spatial distribution of tropospheric nitrous oxide
1982|12.0|1.5|BioScience|The Close Relationship between Net Photosynthesis and Crop Yield
1983|9.0|2.0|Crop Protection|Use of phytotoxic plant residues for selective weed control
1984|18.0|1.0|Plant and Soil|Dynamics of organic matter in soils
1985|14.0|1.0|foundations of computer science|Automatic verification of probabilistic concurrent finite state programs
1986|30.0|1.0|Plant and Soil|Development and function of Azospirillum-inoculated roots
1987|28.0|1.0|Plant and Soil|Practical aspects of mycorrhizal technology in some tropical crops and pastures
1988|13.0|2.0|Agroforestry Systems|Effect of pruning intensities of three woody leguminous species grown in alley cropping with maize and cowpea on an alfisol.
1989|12.0|1.0|Agroforestry Systems|Above and below ground interactions in alley-cropping in semi-arid India
1990|54.0|2.0|Plant Physiology|Carbon and nitrogen economy of 24 wild species differing in relative growth rate.
1991|19.0|1.5|Advances in Agronomy|Agroforestry in acid soils of the humid tropics.
1992|13.0|1.0|Physiologia Plantarum|Relationship between photosystem II activity and CO2 fixation in leaves
1993|37.0|2.0|Fems Microbiology Reviews|Lactic acid bacteria, their metabolic products and interference with microbial growth
1994|22.0|2.0|Water Air and Soil Pollution|Simulating Changes in Global Land Cover as Affected by Economic and Climatic Factors
