----  Field Name Environmental chemistry: 
----  Field Level 1.0: 
----  Field Papers Number 2144:
----  All time max citation paper: Occurrence, fate, and removal of pharmaceutical residues in the aquatic environment: a review of recent research data., 2002, (1148.0 citations)
----  Papers with max citations after 5 year 
 Year|Citations|Median Citations|Venue Name|Title
1967|3.0|3.0|Radiation and Environmental Biophysics|Fluorescence-excitation spectra of acridine orange-DNA and -RNA systems
1974|1.0|0.5|BioScience|Instrumental Analysis in Environmental Chemistry - Gas Phase Detection Systems.
1975|2.0|2.0|Angewandte Chemie|Mechanisms of Photochemical Air Pollution
1976|10.0|0.0|Science of The Total Environment|Review of the chemical elements and environmental chemistryStrategies and tactics
1978|3.0|3.0|Archives of Environmental Contamination and Toxicology|Arsenic in Sediments, Water and Aquatic Biota from Lakes in the Vicinity of Yellowknife, Northwest Territories, Canada
1979|1.0|1.0|Angewandte Chemie|Rates of Reactive Removal of Anthropogenic Emissions in the Atmosphere
1980|21.0|21.0|Quarterly Journal of the Royal Meteorological Society|Destruction of ozone at the earth's surface
1981|1.0|1.0|Nuclear and Chemical Waste Management|The environmental biogeochemistry of chelating agents and recommendations for the disposal of chelated radioactive wastes
1982|6.0|4.0|Journal of Geophysical Research|Chemical weathering and the Viking Biology Experiments on Mars
1984|0|0.0|Hydrobiologia|Ecology of a marine Rivularia population
1985|3.0|1.5|Nature|Oxygen isotope ratios in N2O from different environments
1986|10.0|1.0|Chemosphere|High affinity of 2,3,4,7,8-pentachlorodibenzofuran to cytochrome P-450 in the hepatic microsomes of rats
1987|6.0|2.0|Chemosphere|Brominated aromatics from combustion
1988|1.0|0.5|Mutation Research Letters|Induction of sister-chromatid exchanges in Vicia faba by arsenic-contaminated drinking water
1989|9.0|3.0|Science of The Total Environment|Environmental chemistry of chromium
1990|8.0|1.0|Environmental Geochemistry and Health|The chemistry of aluminum in the environment.
1991|61.0|30.5|Geochimica et Cosmochimica Acta|Negative thermal ion mass spectrometry of osmium, rhenium and iridium
1992|15.0|3.5|Journal of the American Society for Mass Spectrometry|Are the electrospray mass spectra of proteins related to their aqueous solution chemistry?
1993|11.0|1.0|Environmental Toxicology and Chemistry|Regression analysis of logtransformed data: Statistical bias and its correction
1994|11.0|5.5|Water Air and Soil Pollution|Modeling the Global Society-Biosphere-Climate System: Part 2: Computed Scenarios
1995|6.0|1.0|Environmental Geochemistry and Health|The nature and significance of public exposure to arsenic: a review of its relevance to South West England
1996|18.0|5.5|Geochimica et Cosmochimica Acta|The diffusive tortuosity of fine-grained unlithified sediments
1997|13.0|3.0|Marine Pollution Bulletin|Application of petroleum hydrocarbon chemical fingerprinting and allocation techniques after the Exxon Valdez oil spill
1998|18.0|5.0|Science of The Total Environment|Arsenic speciation in environmental samples of contaminated soil
1999|86.0|8.0|Chemical Reviews|Metal Oxide Surfaces and Their Interactions with Aqueous Solutions and Microbial Organisms.
2000|64.0|4.0|Bulletin of The World Health Organization|Contamination of drinking-water by arsenic in Bangladesh: a public health emergency.
2001|67.0|5.0|Mutation Research|Genetic toxicology of a paradoxical human carcinogen, arsenic: a review.
2002|237.0|7.5|Toxicology Letters|Occurrence, fate, and removal of pharmaceutical residues in the aquatic environment: a review of recent research data.
2003|57.0|13.0|Journal of Geochemical Exploration|Geochemical occurrence of arsenic in groundwater of Bangladesh: sources and mobilization processes
2004|56.0|13.0|Talanta|Analytical methods for inorganic arsenic in water: a review
2005|81.0|7.0|Environment International|Arsenic geochemistry and health
2006|109.0|8.5|Coordination Chemistry Reviews|Anion recognition using dimetallic coordination complexes
2007|461.0|8.0|Journal of Hazardous Materials|Arsenic removal from water/wastewater using adsorbentsA critical review
2008|209.0|9.0|Ecotoxicology|The ecotoxicology of nanoparticles and nanomaterials: current status, knowledge gaps, challenges, and future needs
2009|228.0|13.0|Nature Chemistry|New insights into the structure and reduction of graphite oxide
2010|658.0|9.0|Chemical Engineering Journal|Insights into the modeling of adsorption isotherm systems
