----  Field Name Animal science: 
----  Field Level 1.0: 
----  Field Papers Number 7477:
----  All time max citation paper: Biodiesel production: a review, 1999, (1896.0 citations)
----  Papers with max citations after 5 year 
 Year|Citations|Median Citations|Venue Name|Title
1950|4.0|3.5|Australian Veterinary Journal|The relation of the type and quantity of roughage and grazing to the fat content of milk.
1955|1.0|1.0|The Journal of Agricultural Science|Studies on milk production of Large White pigs.
1957|7.0|0.5|Journal of Dairy Science|Comparison of Antibiotics for Dairy Calves on Two Levels of Milk Feeding
1958|0|0.0|The Journal of Agricultural Science|The effect of hexoestrol implantation on growth, efficiency of food utilization and carcass quality in pigs.
1959|0|0.0|New Zealand Journal of Agricultural Research|The yield and composition of milk from sows fed varying proportions of separated milk and concentrates
1960|18.0|4.5|Journal of Dairy Science|Structure and Synthesis of Milk Fat. II. Fatty Acid Distribution in the Triglycerides of Milk and Other Animal Fats1,2
1962|4.0|4.0||The effect of variation of protein quality and protein level in diets on the performance of young pigs.
1963|27.0|17.0|Journal of Dairy Science|Ruminant Fat Metabolism with Particular Reference to Factors Affecting Low Milk Fat and Feed Efficiency. A Review
1964|4.0|2.0||The plane of nutrition and compensatory growth in pigs
1965|6.0|5.0|Journal of Dairy Science|Effects of Zinc Deficiency per se on Feed Efficiency, Serum Alkaline Phosphatase, Zinc in Skin, Behavior, Greying, and other Measurements in the Holstein Calf1
1967|5.0|3.5|Journal of Dairy Science|Effect of Feeding Broken Rice Grains and Decorticated Cottonseed Meal on Feed Efficiency, Ruminal Activity, and Blood Constituents of Early Weaned Buffalo Calves
1968|12.0|3.0|Journal of Dairy Science|Genetic and Environmental Relationships Among Efficiency, Yield, Consumption and Weight of Holstein Cows
1969|10.0|2.5|Journal of Nutrition|Effect of dietary protein on hepatic lipogenesis in the growing chick.
1970|17.0|1.0|Journal of Dairy Science|Methionine Hydroxy Analog: Varying Levels for Lactating Cows
1971|9.0|3.0|Journal of Dairy Science|Effects of Whey Components and Methionine Analog on Bovine Milk Fat Production
1972|2.0|2.0|Journal of Dairy Science|Relationships Among Whole-and Part-Lactation Gross Feed Efficiency, Feed Consumption, and Milk Yield
1973|1.0|0.0|Journal of Dairy Science|Usefulness of Periodic Body Weights to Predict Yield, Intake, and Feed Efficiency of Lactating Cows
1974|3.0|2.0|Evolutionary Biology-new York|Five-Kingdom Classification and the Origin and Evolution of Cells
1975|7.0|1.0|Journal of Dairy Science|Paraformaldehyde Compared with Formic Acid As a Direct-Cut Silage Preservative
1976|14.0|4.0|Journal of Dairy Science|Performance of Calves Fed Fermented Colostrum or Colostrum with Additives During Warm Ambient Temperatures1,2
1977|11.0|1.0|Journal of Dairy Science|Potential of Chemical Preservation and Improvement of Forages
1978|5.0|1.0|Biotechnology and Bioengineering|Alkali treatment and fermentation of straw for animal feed
1979|7.0|1.0|Physiology & Behavior|Feed efficiency in growth-retarded rats with ventromedial and dorsomedial hypothalamic lesions produced shortly after weaning
1980|12.0|2.5|Physiology & Behavior|Role of gonadal hormones in diet selection and food utilization in female rats
1981|8.0|4.5|Journal of Dairy Science|Effect of Nicotinic Acid on Microbial Protein Synthesis In Vitro and on Dairy Cattle Growth and Milk Production1,2
1982|31.0|4.0|Journal of Dairy Science|Alteration of Rumen Fermentation, Milk Fat Synthesis, and Nutrient Utilization with Mineral Salts in Dairy Cows1
1983|10.0|2.0|Journal of Dairy Science|Relationships between Measures of Feed Efficiency and Transmitting Ability for Milk of Holstein Cows1
1984|6.0|1.5|Journal of Dairy Science|Feed Efficiency: A Composite Trait of Dairy Cattle1
1985|9.0|1.0|Journal of the American Oil Chemists' Society|Dry bean tannins: A review of nutritional implications
1986|4.0|1.0|Journal of Dairy Science|Correlated Response in Feed Efficiency Accompanying Selection for Milk Yield in Jerseys
1987|22.0|2.0|Aquaculture|Ration level for salmonids: II. Growth, feed intake, protein digestibility, body composition, and feed conversion in rainbow trout weighing 0.51.0 kg
1988|19.0|1.0|Livestock Production Science|Genetic aspects of feed intake and feed efficiency in dairy cattle: A review
1989|10.0|3.0|Journal of Dairy Science|High Amounts of Soyhulls for Pelleted Concentrate Diets1
1990|17.0|2.0|Atherosclerosis|Effect of a high fat/cholesterol diet with or without eicosapentaenoic acid on plasma lipids, lipoproteins and lipid transfer protein activity in the marmoset
1991|9.0|2.0|Aquaculture|Optimum dietary protein level for growth of bighead carp (Aristichthys nobilis) fry in a static water system.
1992|25.0|3.0|Journal of Dairy Science|Effects of Feeding Lactating Dairy Cows Diets Containing Whole Soybeans and Tallow1
1993|10.0|1.0|Fish Physiology and Biochemistry|Essential fatty acid requirement of juvenile red drum (Sciaenops ocellatus).
