----  Field Name Telecommunications: 
----  Field Level 1.0: 
----  Field Papers Number 193014:
----  All time max citation paper: Cognitive radio: brain-empowered wireless communications, 2005, (3475.0 citations)
----  Papers with max citations after 5 year 
 Year|Citations|Median Citations|Venue Name|Title
1937|0|0.0|American Journal of Potato Research|The making of potato chips in relation to some chemical properties of potatoes
1944|0|0.0|Transactions of The American Institute of Electrical Engineers|Telegraphy in the Bell System
1946|0|0.0||The probability distributions of sinusoidal oscillations combined in random phase
1950|0|0.0|Proceedings of The Indian Academy of Sciences-mathematical Sciences|High altitude intensity of penetrating cosmic rays at Poona 9 N. (mag.)
1951|2.0|2.0|American Journal of Potato Research|Changes in specific gravity, starch content, and sloughing of potatoes during storage
1953|0|0.0||Harmonic and intermodulation distortion in "power law" devices
1954|2.0|2.0||Pulling Effect in Synchronized Systems
1955|3.0|1.0|Journal of Applied Physics|Energy Relations in Cold Working an Alloy at 78K and at Room Temperature
1956|0|0.0||An extended analysis of echo distortion in the F.M. transmission of frequency-division multiplex
1957|10.0|1.0|Journal of Applied Physics|DensityFunction Calculations of Noise Propagation on an Accelerated Multivelocity Electron Beam
1958|1.0|0.5|Journal of the American Oil Chemists' Society|Composition and control of potato chip frying oils in continuing commercial use
1959|6.0|0.0|Journal of Applied Physics|New Mechanism of Noise Reduction in Electron Beams
1960|5.0|0.5|Journal of Chemical Physics|ProtonMagneticResonance Study of Barium Bromide Monohydrate
1961|5.0|1.0|IEEE Transactions on Information Theory|Minimum-redundancy coding for the discrete noiseless channel
1962|10.0|0.0|Journal of Applied Physics|Interaction of Sliding Metal Surfaces
1963|34.0|0.0||Sketchpad: a man-machine graphical communication system
1964|24.0|0.5|Journal of Molecular Biology|Breakage of  dg DNA: Chemical and genetic characterization of each isolated half-molecule
1965|18.0|1.0|Journal of Geophysical Research|Distortions in the radiation cavity as measured by an 1100-kilometer polar orbiting satellite.
1966|26.0|1.0|The Journal of Comparative Neurology|The projection of optic fibers to the visual centers in the cat
1967|17.0|1.0|Journal of Geophysical Research|Explorer 12 measurements of the distortion of the geomagnetic field by the solar wind
1968|32.0|0.0|Journal of Geophysical Research|Interpretation of auroral hiss measured on OGO 2 and at Byrd Station in terms of incoherent Cerenkov Radiation
1969|19.0|1.0|Journal of Geophysical Research|Traveling ionospheric disturbances originating in the auroral oval during polar substorms
1970|11.0|1.0|Journal of Geophysical Research|Lowfrequency noise observed in the distant magnetosphere with OGO 1
1971|30.0|1.0|Journal of Geophysical Research|MOTION AND STRUCTURE OF THE MAGNETOPAUSE.
1972|28.0|2.0|Communications of The ACM|A system for interprocess communication in a resource sharing computer network
1973|25.0|1.0||Packet switching with satellites
1974|118.0|2.0|Communications of The ACM|Monitors: an operating system structuring concept
1975|48.0|2.0|Electronics Letters|Zero material dispersion in optical fibres
1976|57.0|2.0|Electronics Letters|Spectral losses of low-OH-content optical fibres
1977|34.0|2.0|Journal of Chemical Physics|Multiplephoton isotope separation in SF6: Effect of laser pulse shape and energy, pressure, and irradiation geometry
1978|36.0|1.0|Proceedings of the IEEE|An introduction to local area networks
1979|61.0|2.0|Brain Research|Enhancement of GABA-mediated postsynaptic inhibition in cultured mammalian spinal cord neurons: a common mode of anticonvulsant action.
1980|38.0|2.0|IEEE Transactions on Communications|Multiaccess Protocols in Packet Communication Systems
1981|40.0|2.0|Journal of the ACM|The Area-Time Complexity of Binary Multiplication
1982|40.0|2.0|Pain|Psychological interventions for chronic pain: a critical review. I. Relaxation training and biofeedback.
1983|230.0|1.0|Communications of The ACM|Ethernet: distributed packet switching for local computer networks
1984|90.0|2.0|Applied Physics Letters|Novel hybrid optically bistable switch: The quantum well selfelectrooptic effect device
1985|105.0|2.0|ACM Transactions on Computer Systems|Distributed snapshots: determining global states of distributed systems
1986|194.0|2.0|international conference on management of data|The design of POSTGRES
1987|101.0|2.0|ACM Transactions on Computer Systems|Reliable communication in the presence of failures
1988|125.0|2.0|IEEE Computer|Self-organization in a perceptual network
1989|86.0|2.0|Journal of Lightwave Technology|Lightwave systems with optical amplifiers
1990|113.0|2.0|international symposium on computer architecture|Memory consistency and event ordering in scalable shared-memory multiprocessors
1991|163.0|2.0|IEEE Journal on Selected Areas in Communications|Equivalent capacity and its application to bandwidth allocation in high-speed networks
1992|157.0|2.0|Applied Physics Letters|Combined shear force and nearfield scanning optical microscopy
1993|172.0|2.0|IEEE\/ACM Transactions on Networking|A generalized processor sharing approach to flow control in integrated services networks: the multiple node case
1994|189.0|2.0|international symposium on computer architecture|The Stanford FLASH multiprocessor
1995|167.0|2.0|IEEE Transactions on Communications|Long-range dependence in variable-bit-rate video traffic
1996|177.0|3.0|Journal of the ACM|Unreliable failure detectors for reliable distributed systems
1997|171.0|2.0|IEEE Communications Magazine|CORBA: integrating diverse applications within distributed heterogeneous environments
1998|587.0|3.0|IEEE Transactions on Information Theory|Space-time codes for high data rate wireless communication: performance criterion and code construction
1999|681.0|3.0|IEEE Transactions on Information Theory|Space-time block codes from orthogonal designs
2000|467.0|3.0|international symposium on computer architecture|Wattch: a framework for architectural-level power analysis and optimizations
2001|431.0|4.0|IEEE Transactions on Information Theory|Factor graphs and the sum-product algorithm
2002|512.0|4.0|IEEE Transactions on Wireless Communications|An application-specific protocol architecture for wireless microsensor networks
