----  Field Name Simulation: 
----  Field Level 1.0: 
----  Field Papers Number 65048:
----  All time max citation paper: Cutoff criteria for fit indexes in covariance structure analysis: Conventional criteria versus new alternatives, 2009, (9709.0 citations)
----  Papers with max citations after 5 year 
 Year|Citations|Median Citations|Venue Name|Title
1959|0|0.0|Management Science|The Systems Research Laboratory's Air Defense Experiments
1960|0|0.0|Sociological Quarterly|Autotelic Folk-Models.
1961|1.0|0.5||GENERAL CRYOPUMPING STUDY
1962|3.0|1.0|Acta Physiologica Scandinavica|Hypoxemia in Man Induced by Prolonged Acceleration
1963|2.0|2.0|Planetary and Space Science|Modification of the lunar surface by the solar- wind bombardment.
1964|4.0|2.0|AIAA Journal|Spectrum of shock-heated gases simulating the venus atmosphere.
1965|2.0|0.5||Survey of the literature on the solar constant and the spectral distribution of solar radiant flux
1966|9.0|1.0|Proceedings of the IEEE|AEDNET: A simulator for nonlinear networks
1967|14.0|2.0|Journal of Geophysical Research|Theoretical simulation of micropulsations
1968|5.0|1.0|Communications of The ACM|One-line random number generators and their use in combinations
1969|36.0|2.5|Communications of The ACM|The teachable language comprehender: a simulation program and theory of language
1970|6.0|0.5|IEEE Transactions on Computers|Functional Partitioning and Simulation of Digital Circuits
1971|9.0|1.0|Journal of Geophysical Research|Variation of nuclear explosion generated acousticgravity wave forms with burst height and with energy yield
1972|20.0|1.0|Communications of The ACM|A comparative analysis of disk scheduling policies
1973|32.0|2.0|Communications of The ACM|Evaluation and selection of file organizationa model and system
1974|7.0|1.0|Monographs of The Society for Research in Child Development|Exploratory manipulation and play in the human infant
1975|23.0|1.0|Journal of Chemical Physics|Study of a central force model for liquid water by molecular dynamics
1976|55.0|1.0|Solar Energy|A design procedure for solar heating systems
1977|30.0|2.0|Child Development|Father-Infant and Mother-Infant Interaction in the First Year of Life.
1978|34.0|1.0|Journal of Applied Physics|Dynamic simulation of solution hardening
1979|62.0|2.0|Behavioral and Brain Sciences|A developmental model for the evolution of language and intelligence in early hominids
1980|58.0|2.0|Neuroscience & Biobehavioral Reviews|Endogenous opioids and social behavior.
1981|27.0|3.0|Communications of The ACM|Asynchronous distributed simulation via a sequence of parallel computations
1982|87.0|2.0|Cognitive Science|Simulating a Skilled Typist: A Study of Skilled CognitiveMotor Performance
1983|69.0|2.0|Child Development|Behavioral Antecedents of Peer Social Status.
1984|70.0|1.0|IEEE Transactions on Computers|A Switch-Level Model and Simulator for MOS Digital Systems
1985|39.0|3.0|Management Science|Effort and Accuracy in Choice.
1986|88.0|2.0|ACM Transactions on Computer Systems|Cache coherence protocols: evaluation using a multiprocessor simulation model
1987|68.0|2.0|Child Development|Parental Responses to Grammatical and Ungrammatical Child Utterances.
1988|111.0|2.0|Cognitive Science|A Distributed Connectionist Production System
1989|94.0|2.0|winter simulation conference|Introduction to SIMAN
1990|94.0|2.0|international conference on computer graphics and interactive techniques|Footprint evaluation for volume rendering
1991|50.0|2.0|Operations Research|Optimization by simulated annealing: an experimental evaluation; part II, graph coloring and number partitioning
1992|200.0|2.0|IEEE Transactions on Parallel and Distributed Systems|Virtual-channel flow control
1993|97.0|2.0|measurement and modeling of computer systems|The Wisconsin Wind Tunnel: virtual prototyping of parallel computers
1994|124.0|2.0|International Journal in Computer Simulation|Ptolemy: A Framework for Simulating and Prototyping Heterogeneous Systems
1995|145.0|2.0|IEEE Transactions on Software Engineering|Specification and analysis of system architecture using Rapide
1996|83.0|2.0|ACM Transactions on Programming Languages and Systems|Improving data locality with loop transformations
1997|122.0|2.0|IEEE\/ACM Transactions on Networking|A reliable multicast framework for light-weight sessions and application level framing
1998|153.0|2.0|international conference on computer graphics and interactive techniques|Large steps in cloth simulation
1999|198.0|3.0|Behavioral and Brain Sciences|Perceptual symbol systems
2000|158.0|3.0|IEEE Transactions on Software Engineering|A classification and comparison framework for software architecture description languages
2001|231.0|3.0|international conference on computer communications|Convex position estimation in wireless sensor networks
2002|690.0|4.0|IEEE Transactions on Evolutionary Computation|A fast and elitist multiobjective genetic algorithm: NSGA-II
2003|534.0|4.0|IEEE Transactions on Automatic Control|Coordination of groups of mobile autonomous agents using nearest neighbor rules
2004|203.0|4.0|formal methods|A Tutorial on Uppaal
2005|167.0|4.0|Neuropsychologia|Making sense of another mind: The role of the right temporo-parietal junction
2006|401.0|4.0|IEEE Transactions on Automatic Control|Flocking for multi-agent dynamic systems: algorithms and theory
2007|633.0|4.0|Numerical Heat Transfer Part A-applications|Enhancements of the SIMPLE method for predicting incompressible fluid flows.
2008|944.0|3.0|Journal of Memory and Language|Mixed-effects modeling with crossed random effects for subjects and items
2009|8288.0|3.0|Structural Equation Modeling|Cutoff criteria for fit indexes in covariance structure analysis: Conventional criteria versus new alternatives
2010|1323.0|4.0|PLOS ONE|A Geometrical Perspective for the Bargaining Problem
