----  Field Name Commerce: 
----  Field Level 1.0: 
----  Field Papers Number 2285:
----  All time max citation paper: Item-based top- N recommendation algorithms, 2004, (554.0 citations)
----  Papers with max citations after 5 year 
 Year|Citations|Median Citations|Venue Name|Title
1963|3.0|3.0|International Economic Review|A limit theorem on the core of an economy
1970|2.0|1.5|Journal of Hygiene|Comparison of materials used for cleaning equipment in retail food premises, and of two methods for the enumeration of bacteria on cleaned equipment and work surfaces
1973|1.0|1.0||Cartels, competition and regulation in the property-liability insurance industry
1974|6.0|3.5|Journal of Economic Theory|The cores of large standard exchange economies
1975|2.0|2.0|Journal of Economic Theory|Some Results on An 'Income Fluctuation Problem'.
1976|2.0|2.0|Mathematical Programming|An Algorithm for a Piecewise Linear Model of Trade and Production with Negative Prices and Bankruptcy.
1978|2.0|2.0|Journal of Economic Theory|A theory of money and financial institutions. 28. The non-cooperative equilibria of a closed trading economy with market supply and bidding strategies
1983|2.0|1.0|Transactions of The Royal Society of Edinburgh-earth Sciences|Diagenetic pyrite formation and sulphur isotope fractionation associated with a Westphalian marine incursion, northern England
1984|2.0|1.5|Social Science & Medicine|Curing and commerce: changes in an indigenous medical practice in a highland Philippine town.
1985|1.0|0.5|Food Policy|An improved maize marketing system for African countries : The case of Zimbabwe
1986|1.0|0.5|Social Science & Medicine|Financing health development projects: Some macro-economic considerations
1987|14.0|14.0|JAMA|The Prevention of Acquired Immunodeficiency Syndrome in the United States: An Objective Strategy for Medicine, Public Health, Business, and the Community
1988|6.0|0.0|The Professional Geographer|THE SOURCES OF REGIONAL ELDERLY POPULATION GROWTH: MIGRATION AND AGINGINPLACE *
1989|15.0|7.0|Regional Science and Urban Economics|The Baby Boom, the Baby Bust, and the Housing Market
1990|3.0|1.0||National Software Capacity: Near-Term Study
1991|30.0|2.0|symposium on operating systems principles|Replication in the harp file system
1992|6.0|1.0|World Development|A subsector approach to small enterprise promotion and research
1993|39.0|2.0|IEEE Software|Process improvement and the corporate balance sheet
1994|26.0|2.0||Benefits of CMM-Based Software Process Improvement: Initial Results
1995|7.0|0.0|IEEE Journal on Selected Areas in Communications|Security, payment, and privacy for network commerce
1996|39.0|3.0|principles of distributed computing|Atomicity in electronic commerce
1997|19.0|1.5|international conference on software engineering|Using formal methods to reason about architectural standards
1998|18.0|1.0|design automation conference|Approximate reachability with BDDs using overlapping projections
1999|38.0|3.5|Tropical Medicine & International Health|Changing home treatment of childhood fevers by training shop keepers in rural Kenya.
2000|17.0|2.5|Bulletin of The World Health Organization|WHO Framework Convention on Tobacco Control : a global "good" for public health
2001|17.0|3.0|Bulletin of The World Health Organization|Community-based treatment of advanced HIV disease: introducing DOT-HAART (directly observed therapy with highly active antiretroviral therapy)
2002|41.0|5.0|Telecommunications Policy|Deconstruction of the telecommunications industry: from value chains to value networks
2003|49.0|5.0|Research Policy|Sectoral patterns of small firms innovation, networking and proximity
2004|167.0|6.0|ACM Transactions on Information Systems|Item-based top- N recommendation algorithms
2005|61.0|4.0||Driving and monitoring provisional trust negotiation with metapolicies
2006|76.0|6.0|Energy Policy|VALUING THE ATTRIBUTES OF RENEWABLE ENERGY INVESTMENTS
2007|122.0|4.0|Vector-borne and Zoonotic Diseases|Spread of the tiger: global risk of invasion by the mosquito Aedes albopictus.
2008|97.0|2.0|BMC Public Health|Availability of healthier options in traditional and nontraditional rural fast-food outlets
2009|156.0|1.0|BMC Public Health|Relation between local food environments and obesity among adults
2010|171.0|10.0|BMC Public Health|The social context of smoking: A qualitative study comparing smokers of high versus low socioeconomic position
