----  Field Name Climatology: 
----  Field Level 1.0: 
----  Field Papers Number 5553:
----  All time max citation paper: Very high resolution interpolated climate surfaces for global land areas, 2005, (4687.0 citations)
----  Papers with max citations after 5 year 
 Year|Citations|Median Citations|Venue Name|Title
1953|0|0.0|Eos, Transactions American Geophysical Union|Report of the Standing Committee on Problems of the upper atmosphere, 19511952
1956|2.0|1.0|Arctic|Geophysical Studies Along Northern Ellesmere Island
1964|6.0|6.0|Agricultural Meteorology|Diurnal energy and water exchanges in bulrush millet in an area of high solar radiation
1965|2.0|1.5||A radiation climatology in the visible and infrared from the tiros meteorological satellites
1968|0|0.0||Terrestrial and space environment research at MSFC
1971|0|0.0|Journal of Quantitative Spectroscopy & Radiative Transfer|A radiative transfer model for planetary atmospheres
1972|1.0|1.0|New Phytologist|AFTEREFFECTS OF NIGHT TEMPERATURES ON STOMATAL BEHAVIOUR AND PHOTOSYNTHESIS OF SORGHUM
1973|4.0|4.0|Reviews of Geophysics|Major variations in solar luminosity?
1974|21.0|12.0|Journal of Geophysical Research|Climatic variations on Mars: 2. Evolution of carbon dioxide atmosphere and polar caps
1975|27.0|1.5|Science|Greenhouse Effect Due to Chlorofluorocarbons: Climatic Implications
1976|46.0|7.0|Journal of Geophysical Research|Volcanic explosions and climatic change: A theoretical assessment
1977|21.0|6.0|Icarus|An improved Venus cloud model
1978|6.0|4.0|Reviews of Geophysics|Stratospheric warmings: Observations and theory
1979|40.0|6.0|Icarus|Climatic change on the terrestrial planets
1980|30.0|3.0|Icarus|The astronomical theory of climatic change on Mars
1981|29.0|7.0|Reviews of Geophysics|Energy balance climate models
1982|23.0|5.0|Icarus|Mars: The regolith-atmosphere-cap system and climate change
1983|10.0|1.5|Nature|Marine biological controls on atmospheric CO2 and climate
1984|16.0|4.0|Journal of Geophysical Research|Changes in atmospheric CO2 - Influence of the marine biota at high latitude
1985|42.0|2.0|Nature|Does the ocean-atmosphere system have more than one stable mode of operation?
1986|25.0|5.5|Journal of Geophysical Research|Nuclear winter: Threedimensional simulations including interactive transport, scavenging, and solar heating of smoke
1987|60.0|6.0|Journal of Geophysical Research|A threedimensional Eulerian acid deposition model: Physical concepts and formulation
1988|13.0|2.0|Journal of Geophysical Research|Downward longwave irradiance at the ocean surface from satellite data: Methodology and in situ validation
1989|15.0|1.5|Journal of Atmospheric and Solar-Terrestrial Physics|Recent progress in tidal modelling
1990|25.0|1.0|Journal of Geophysical Research|Comparison of cloud forcing derived from the Earth Radiation Budget Experiment with that simulated by the NCAR Community Climate Model
1991|26.0|4.5|Journal of Geophysical Research|Spatial and temporal variability of global surface solar irradiance
1992|65.0|4.5|Journal of Geophysical Research|An overview of the First International Satellite Land Surface Climatology Project (ISLSCP) Field Experiment (FIFE)
1993|31.0|2.0|Journal of Geophysical Research|The meteorological environment of the tropospheric ozone maximum over the tropical South Atlantic Ocean
1994|46.0|5.0|Journal of Geophysical Research|A climatology of stratospheric aerosol
1995|55.0|3.0|Journal of Geophysical Research|Seasonal cycle of the residual mean meridional circulation in the stratosphere
1996|40.0|4.0|Geophysical Research Letters|Interannual variability of the North Polar Vortex in the lower stratosphere during the UARS Mission
1997|55.0|5.5|IEEE Transactions on Geoscience and Remote Sensing|Estimation of global leaf area index and absorbed par using radiative transfer models
1998|243.0|4.5|Remote Sensing of Environment|AERONETA Federated Instrument Network and Data Archive for Aerosol Characterization
1999|38.0|4.0|Journal of Geophysical Research|Hydrated salt minerals on Europa's Surface from the Galileo near-infrared mapping spectrometer (NIMS) investigation
2000|75.0|4.0|Journal of Geophysical Research|A flexible inversion algorithm for retrieval of aerosol optical properties from Sun and sky radiance measurements
2001|160.0|6.0|Global Change Biology|Global response of terrestrial ecosystem structure and function to CO2 and climate change: results from six dynamic global vegetation models
2002|82.0|5.0|Remote Sensing of Environment|Integrated narrow-band vegetation indices for prediction of crop chlorophyll content for application to precision agriculture
2003|240.0|5.0|Global Change Biology|Evaluation of ecosystem dynamics, plant geography and terrestrial carbon cycling in the LPJ dynamic global vegetation model
2004|123.0|4.5|Quaternary Science Reviews|Holocene thermal maximum in the western Arctic (0-180W).
2005|801.0|9.0|International Journal of Climatology|Very high resolution interpolated climate surfaces for global land areas
2006|90.0|6.0|Agriculture, Ecosystems & Environment|Downscaling of land use change scenarios to assess the dynamics of European landscapes
2007|471.0|6.0|Journal of Geophysical Research|Changes in Antarctic net precipitation in the 21st century based on Intergovernmental Panel on Climate Change (IPCC) model scenarios
2008|590.0|8.0|Journal of Geophysical Research|Climatology of mesopause region temperature, zonal wind, and meridional wind over Fort Collins, Colorado (41N, 105W), and comparison with model simulations
2009|142.0|8.0|Remote Sensing of Environment|PROSPECT+SAIL models: a review of use for vegetation characterization.
2010|773.0|12.0|Nature|The genetics of ageing.
