----  Field Name Mathematical physics: 
----  Field Level 1.0: 
----  Field Papers Number 21717:
----  All time max citation paper: Stability of networked control systems, 2001, (1212.0 citations)
----  Papers with max citations after 5 year 
 Year|Citations|Median Citations|Venue Name|Title
1958|2.0|2.0|Transactions of the American Mathematical Society|The application of stability analysis in the numerical solution of quasi-linear parabolic differential equations
1961|3.0|3.0|Proceedings of The Institute of Radio Engineers|Time-Varying Networks, I
1964|5.0|5.0|Journal of Applied Physics|CoupledMode Laser Oscillation
1965|0|0.0|Nature|STABILITY OF ROTATING MASSIVE STARS IN GENERAL RELATIVITY
1966|1.0|1.0|Medical & Biological Engineering & Computing|A feedback model of the neuron for the study of small neuron networks
1967|4.0|4.0|Monthly Weather Review|Ncar Global General Circulation Model of the Atmosphere
1968|0|0.0|IEEE Transactions on Automatic Control|Some new rearrangement inequalities having application in stability analysis
1970|6.0|2.0|Journal of Geophysical Research|Stability analysis of whistler amplification
1971|8.0|0.0|IEEE Transactions on Instrumentation and Measurement|Characterization of Frequency Stability
1972|10.0|0.5|Russian Mathematical Surveys|GIBBS MEASURES IN ERGODIC THEORY
1973|7.0|1.0|Archive for Rational Mechanics and Analysis|ON THE GENERAL THEORY OF STABILITY FOR ELASTIC BODIES
1974|8.0|1.0|IEEE Transactions on Biomedical Engineering|On the Dynamic Stability of Biped Locomotion
1975|16.0|4.0|Journal of Chemical Physics|Theory of propagation of discontinuities in kinetic systems with multiple time scales: Fronts, front multiplicity, and pulses
1976|12.0|2.0|Journal of Geophysical Research|Stability of solar wind double ion streams
1977|14.0|2.0|Physics of Fluids|Lower hybrid drift instability at low drift velocities
1978|10.0|4.0|Journal of Geophysical Research|Instabilities of zonal equatorial currents, 2
1979|13.0|2.0|Communications in Mathematical Physics|Uniqueness and the global Markov property for Euclidean fields. The case of trigonometric interactions
1980|11.0|2.0|Journal of Geophysical Research|Electron collisional effects on lower hybrid drift instabilities in the ionosphere
1981|18.0|1.0|IEEE Transactions on Power Apparatus and Systems|A Structure Preserving Model for Power System Stability Analysis
1982|15.0|1.0|Siam Review|GROUP VELOCITY IN FINITE DIFFERENCE SCHEMES*
1983|78.0|2.0|Automatica|Theory and applications of adaptive control-A survey
1984|22.0|2.0|Communications in Mathematical Physics|The quantum inverse scattering method approach to correlation functions
1985|16.0|1.0|international conference on computer graphics and interactive techniques|Visual simulation of clouds
1986|37.0|1.0|Journal of Geophysical Research|Crustal earthquake instability in relation to the depth variation of frictional slip properties
1987|9.0|2.0|IEEE Transactions on Acoustics, Speech, and Signal Processing|Stability and performance analysis of pitch filters in speech coders
1988|81.0|1.0|Proceedings of the IEEE|Ill-posed problems in early vision
1989|66.0|1.0|Journal of Fluid Mechanics|Scaling of hard thermal turbulence in Rayleigh-Bnard convection
1990|27.0|2.0|IEEE Transactions on Pattern Analysis and Machine Intelligence|Inferring surface trace and differential structure from 3-D images
1991|47.0|2.0|IEEE Transactions on Automatic Control|Passivity, feedback equivalence, and the global stabilization of minimum phase nonlinear systems
1992|25.0|2.0|Journal of Vegetation Science|Assembly and response rules: two goals for predictive community ecology
1993|23.0|1.0|IEEE Transactions on Microwave Theory and Techniques|A new phase-shifterless beam-scanning technique using arrays of coupled oscillators
1994|47.0|3.0|conference on decision and control|Stability of switched and hybrid systems
1995|41.0|2.0|IEEE Transactions on Neural Networks|High-order neural network structures for identification of dynamical systems
1996|117.0|2.0|IEEE Transactions on Fuzzy Systems|An approach to fuzzy control of nonlinear systems: stability and design issues
1997|80.0|2.0|IEEE Transactions on Automatic Control|System analysis via integral quadratic constraints
1998|129.0|2.0|IEEE Transactions on Automatic Control|Multiple Lyapunov functions and other analysis tools for switched and hybrid systems
1999|92.0|2.0|Neural Computation|Independent component analysis using an extended infomax algorithm for mixed subgaussian and supergaussian sources
2000|117.0|3.0|Proceedings of the IEEE|Perspectives and results on the stability and stabilizability of hybrid systems
2001|181.0|3.0|IEEE Control Systems Magazine|Stability of networked control systems
2002|128.0|3.0|Functional Ecology|Predicting changes in community composition and ecosystem functioning from plant traits: revisiting the Holy Grail
2003|244.0|4.0|Annual Review of Ecology, Evolution, and Systematics|TREE-GRASS INTERACTIONS IN SAVANNAS1
2004|160.0|4.0|Water Resources Research|Status quo analysis of the Flathead River conflict
2005|437.0|4.0|IEEE Transactions on Automatic Control|Stability of multiagent systems with time-dependent communication links
2006|269.0|4.0|IEEE Transactions on Fuzzy Systems|A Survey on Analysis and Design of Model-Based Fuzzy Control Systems
2007|307.0|4.0|Automatica|Delay-range-dependent stability for systems with time-varying delay
2008|180.0|2.0|Ecological Applications|EFFECTS OF EXURBAN DEVELOPMENT ON BIODIVERSITY: PATTERNS, MECHANISMS, AND RESEARCH NEEDS
2009|359.0|2.0|IEEE Transactions on Automatic Control|Stability and Stabilizability of Switched Linear Systems: A Survey of Recent Results
2010|170.0|4.0|Ecology|Disturbance and landscape dynamics in a changing world1
