----  Field Name Operating system: 
----  Field Level 1.0: 
----  Field Papers Number 223063:
----  All time max citation paper: Clustal W and Clustal X version 2.0, 2007, (8914.0 citations)
----  Papers with max citations after 5 year 
 Year|Citations|Median Citations|Venue Name|Title
1935|0|0.0|Journal of Ecology|A Study of the Natural Control of Ragwort (Senecio jacobaea L.).
1937|0|0.0||Detection and measurement of stream pollution
1938|4.0|4.0|JAMA|POLIOMYELITIS VIRUS IN HUMAN STOOLS
1940|2.0|1.0|Parasitology|The Longevity of the fasting Bed-bug (C. lecularius, L.) under experimental Conditions and particularly in Relation to the Saturation Deficiency Law of Water-loss.
1941|0|0.0||The problem of cooling an air-cooled cylinder on an aircraft engine
1948|1.0|1.0|Journal of the American Oil Chemists' Society|Partial hydrogenation of linseed oil by a continuous process
1950|8.0|4.0|Nature|Survival of spermatozoa at low temperatures.
1953|4.0|4.0||The hydraulic geometry of stream channels and some physiographic implications
1954|0|0.0|Antonie Van Leeuwenhoek International Journal of General and Molecular Microbiology|Chromatographie des composants ternaires du mycelium dePenicillium brevicompactum
1957|1.0|1.0|Management Science|A Linear Programming Solution to Dynamic Leontief type Models
1959|5.0|3.5|Proceedings of The Institute of Radio Engineers|Abnormal Ionization in the Lower Ionosphere Associated with Cosmic-Ray Flux Enhancements
1960|2.0|2.0|Bulletin of Entomological Research|Observations on the Simulium neavei complex at Amani in Tanganyika.
1961|15.0|9.0|Journal of Dairy Science|Method for Removing Cationic Radionuclides from Milk
1962|10.0|4.5|Journal of Applied Physics|Dislocations and Plastic Flow in NaCl Single Crystals. I
1963|34.0|5.0||Sketchpad: a man-machine graphical communication system
1964|27.0|4.0|Journal of Geophysical Research|Excitation by local electric fields in the aurora and airglow
1965|21.0|2.0|Journal of Geophysical Research|Electron acceleration and plasma instabilities in the transition region
1966|33.0|1.0|Planetary and Space Science|HYDROMAGNETIC FLOW AROUND THE MAGNETOSPHERE
1967|58.0|4.5|Journal of the ACM|A Machine-Independent Theory of the Complexity of Recursive Functions
1968|33.0|2.0|Journal of Geophysical Research|Universaltime control of the lowenergy electron fluxes in the polar regions
