----  Field Name Magnetic mineralogy: 
----  Field Level 2.0: 
----  Field Papers Number 1832:
----  All time max citation paper: Magnetic properties of electron-doped La0.23Ca0.77MnO3 nanoparticles, 2012, (707.0 citations)
----  Papers with max citations after 5 year 
 Year|Citations|Median Citations|Venue Name|Title
1969|14.0|14.0|Journal of Geophysical Research|Test for Polar Wandering and Some Possible Implications
1982|5.0|5.0|Optics Letters|Sensitivity of a fiber-optic gyroscope to environmental magnetic fields
1985|2.0|1.0|Journal of Applied Physics|Ferromagnetic resonance studies in the bilayer system Ni0.80Fe0.20/Mn0.50Fe0.50: Exchange anisotropy
1986|7.0|7.0|Geophysical Journal International|Mantle flow and plate motions
1987|9.0|5.0|Geophysical Journal International|Apparent polar wander of the meanlithosphere reference frame
1989|4.0|2.0|Journal of Quaternary Science|Sediment source variations and lead210 inventories in recent Potomac Estuary sediment cores
1990|1.0|1.0|Geophysical Journal International|Evidence for TRM domain wall moments?
1991|20.0|2.5|Quaternary Science Reviews|Environmental magnetism  A personal perspective
1992|6.0|5.0|Earth Surface Processes and Landforms|Sediment yields and sources in a welsh upland lakecatchment during the past 800 years
1993|22.0|7.0|Geophysical Journal International|Polar wandering of a dynamic earth
1994|10.0|6.0|IEEE Transactions on Magnetics|On the track profile in magnetoresistive heads
1995|43.0|8.0|Journal of Geophysical Research|Environmental magnetism: Past, present, and future
1996|28.0|8.0|Paleoceanography|The magnetic signature of rapidly deposited detrital layers from the Deep Labrador Sea: Relationship to North Atlantic Heinrich layers
1997|23.0|5.0|Bioelectromagnetics|Environmental magnetic fields inhibit the antiproliferative action of tamoxifen and melatonin in a human breast cancer cell line.
1998|31.0|3.0|Earth and Planetary Science Letters|Shallow bias of paleomagnetic inclinations in the Paleozoic and Precambrian
1999|27.0|6.0|Journal of Applied Physics|Coupling mechanisms in exchange biased films (invited)
2000|43.0|5.0|Nature|Direct observation of the alignment of ferromagnetic spins by antiferromagneticspins
2001|62.0|5.5|Journal of Magnetism and Magnetic Materials|Exchange bias theory
2002|76.0|4.0|Journal of Geophysical Research|Theory and application of the Day plot (Mrs/Ms versus Hcr/Hc) 1. Theoretical curves and tests using titanomagnetite data
2003|41.0|4.0|Journal of Applied Physics|Exchange-biased spin valves with perpendicular magnetic anisotropy based on (Co/Pt) multilayers
2004|46.0|5.0|Earth and Planetary Science Letters|Geomagnetic effects on time-integrated cosmogenic nuclide production with emphasis on in situ 14 C and 10 Be
2005|47.0|3.0|DNA Research|Complete Genome Sequence of the Facultative Anaerobic Magnetotactic Bacterium Magnetospirillum sp. strain AMB-1
2006|237.0|4.0|Geophysical Research Letters|Meteoric smoke fallout revealed by superparamagnetism in Greenland ice
2007|91.0|5.0|IEEE Transactions on Electron Devices|Magnetic Tunnel Junctions for Spintronic Memories and Beyond
2008|53.0|4.0|Journal of Magnetism and Magnetic Materials|Magnetic patterning by means of ion irradiation and implantation
2009|59.0|4.0|Geophysical Journal International|Raman spectroscopy of iron oxides and (oxy)hydroxides at low laser power and possible applications in environmental magnetic studies
2010|147.0|5.0|Nature Materials|Reversible electric control of exchange bias in a multiferroic field-effect device
