----  Field Name Stratigraphy: 
----  Field Level 2.0: 
----  Field Papers Number 52022:
----  All time max citation paper: Uplift-driven expansion delayed by middle Holocene desiccation in Lake Winnipeg, Manitoba, Canada, 2001, (2628.0 citations)
----  Papers with max citations after 5 year 
 Year|Citations|Median Citations|Venue Name|Title
1945|4.0|3.0|JAMA|LOEFFLER'S SYNDROME ASSOCIATED WITH CREEPING ERUPTION (CUTANEOUS HELMINTHIASIS)
1946|3.0|3.0|Journal of Dairy Research|334. A simple agar medium for the growth of lactic streptococci: the role of phosphate in the medium
1949|0|0.0|Tubercle|Childhood tuberculosis in Middlesbrough 1947 and 1948
1950|15.0|1.0|JAMA|Effect of Cortisone and Pituitary Adrenocortieotropic Hormone (ACTH) on Rheumatic Diseases.
1953|9.0|9.0|Geochimica et Cosmochimica Acta|THE GEOCHEMISTRY OF THE STABLE CARBON ISOTOPES
1954|2.0|1.0|JAMA|ACUTE BRONCHOPNEUMONIC HISTOPLASMOSIS FOLLOWING EXPOSURE TO INFECTED GARDEN SOIL
1955|3.0|1.5|Geochimica et Cosmochimica Acta|Some basaltic provinces
1956|0|0.0||Vapor-phase oxidation and spontaneous ignition-correlation and effect of variables
1957|1.0|0.5|Science|YALE NATURAL RADIOCARBON MEASUREMENTS, II
1958|7.0|2.0|Geochimica et Cosmochimica Acta|Thorium, uranium and potassium in some sandstones
1959|1.0|1.0||Australia and Gondwanaland
1960|20.0|1.0|Biochimica et Biophysica Acta|Biophysical Properties of Bacteriophage T2.
1961|8.0|8.0|Geochimica et Cosmochimica Acta|SULPHUR ISOTOPE GEOCHEMISTRY
1962|12.0|5.0|Geochimica et Cosmochimica Acta|The geochemistry of some British carboniferous sediments
1963|14.0|3.0|Virology|The structure of influenza viruses: 3. Disruption of the virus particle and separation of neuraminidase activity
1964|16.0|2.0|Journal of Geophysical Research|Crustal structure from pacific basin to central Nevada
1965|13.0|1.0|Geochimica et Cosmochimica Acta|Rare earth abundances in the standard granite G-1 and standard diabase W-1
1966|45.0|2.0|Geochimica et Cosmochimica Acta|Chemical evolution of the terrestrial planets
1967|91.0|5.0|Contributions to Mineralogy and Petrology|The genesis of basaltic magmas
1968|105.0|6.5|Geochimica et Cosmochimica Acta|Trace element fractionation and the origin of tholeiitic and alkaline magma types
1969|39.0|4.0|Geochimica et Cosmochimica Acta|Distribution of K, Rb, Sr and Ba in some minerals relevant to basalt genesis
1970|26.0|2.0|Journal of Geophysical Research|Petrology of the lunar soil and geophysical implications.
1971|43.0|4.0|Journal of Geophysical Research|Marginal offsets, fracture zones, and the early opening of the North Atlantic
1972|26.0|5.0|Journal of Geophysical Research|Seismicwave attenuation and partial melting in the upper mantle of North America
1973|47.0|4.0|Reviews of Geophysics|On the rheology of the upper mantle
1974|36.0|4.0|Journal of Geophysical Research|The formation of goethite and hydrated clay minerals on Mars
1975|99.0|3.0|Geochimica et Cosmochimica Acta|Geochemistry and origin of the early Precambrian crust of northeastern Minnesota
1976|55.0|6.0|Journal of Geophysical Research|An Earth Model based on free oscillations and body waves
1977|98.0|4.0|Earth and Planetary Science Letters|Petrogenesis of basalts from the FAMOUS area: Mid-Atlantic Ridge
1978|93.0|5.0|Earth and Planetary Science Letters|Isotopic composition of lead in oceanic basalt and its implication to mantle evolution
1979|90.0|5.0|Earth and Planetary Science Letters|Geochemical characteristics of mid-ocean ridge basalts
1980|42.0|4.0|Contributions to Mineralogy and Petrology|Anhydrous melting of peridotite at 015 Kb pressure and the genesis of tholeiitic basalts
1981|108.0|4.0|Journal of Geophysical Research|Gradients in silicic magma chambers: Implications for lithospheric magmatism
1982|38.0|4.0|Geochimica et Cosmochimica Acta|Chemical composition and origin of the earth's primitive mantle
1983|55.0|4.0|Geochimica et Cosmochimica Acta|Large partition coefficients for trace elements in high-silica rhyolites
1984|47.0|4.0|Nature|A mechanism for magmatic accretion under spreading centres
1985|49.0|3.0|Geochimica et Cosmochimica Acta|Organic geochemical studies of a Messinian evaporitic basin, northern Apennines (Italy) I: Hydrocarbon biological markers for a hypersaline environment
1986|47.0|4.0|Fuel|The concept of a mobile or molecular phase within the macromolecular network of coals: A debate
1987|69.0|4.0|Earth and Planetary Science Letters|Constraints on melting and magma production in the crust
1988|107.0|4.0|Earth and Planetary Science Letters|Chemical differentiation of the Earth: the relationship between mantle, continental crust, and oceanic crust
1989|220.0|3.0|Journal of Geophysical Research|Magmatism at rift zones: The generation of volcanic continental margins and flood basalts
1990|82.0|3.0|Communications of The ACM|Understanding object-oriented: a unifying paradigm
1991|73.0|3.0|Geochimica et Cosmochimica Acta|Shock metamorphism of ordinary chondrites
1992|57.0|3.0|Journal of Catalysis|Synthesis gas formation by direct oxidation of methane over Pt monoliths
1993|83.0|3.0|Earth and Planetary Science Letters|Partial melting of dry peridotites at high pressures: Determination of compositions of melts segregated from peridotite using aggregates of diamond
