----  Field Name Stochastic process: 
----  Field Level 2.0: 
----  Field Papers Number 351999:
----  All time max citation paper: Densityfunctional thermochemistry. III. The role of exact exchange, 1993, (36896.0 citations)
----  Papers with max citations after 5 year 
 Year|Citations|Median Citations|Venue Name|Title
1927|0|0.0|Philosophical Magazine Series 1|XLV. Application of Schrdinger's wave functions to the calculation of transition probabilities for the principal series of sodium
1934|3.0|3.0|Journal of Chemical Physics|The InterRelations of Hydrogen and Deuterium Molecules
1937|5.0|2.5|Transactions of the American Mathematical Society|Stochastic processes depending on a continuous parameter
1938|9.0|5.5|Journal of Chemical Physics|A Kinetic Approach to the Theory of Conductance of Infinitely Dilute Solutions, Based on the ``Cage'' Model of Liquids
1939|1.0|1.0|Botanical Review|Injuries to plants caused by insect toxins. II.
1940|1.0|1.0|Journal of Dairy Science|The Effect of Phosphoric Acid Silage on the Acid-Base Balance in Dairy Cows
1941|0|0.0|Bulletin of Mathematical Biology|Statistical distribution of impedance elements in biological systems
1943|2.0|2.0|Physica D: Nonlinear Phenomena|Determination of the relative transition probabilities of some triplet lines in the atomic spectra of calcium and strontium
1944|0|0.0|Annals of Mathematical Statistics|On the Probability Theory of Linkage in Mendelian Heredity
1946|5.0|1.0|Psychometrika|Variation in test validity with variation in the distribution of item difficulties, number of items, and degree of their intercorrelation
1947|3.0|3.0|Annals of Mathematical Statistics|On Optimum Tests of Composite Hypotheses With one Constraint
1948|4.0|1.0|Transactions of the American Mathematical Society|Asymptotic properties of Markoff transition prababilities
1949|13.0|0.5|Journal of Chemical Physics|TripletSinglet Transitions in Organic Molecules. Lifetime Measurements of the Triplet State
1950|10.0|1.0|Journal of Chemical Physics|Kinetics of OH Radicals from Flame Emission Spectra. II. Rotational and Vibrational Distribution Functions and Temperature Determinations in the 2+2 Transition of OH
1951|9.0|1.0|Journal of Chemical Physics|The Exchange of Water Between Hydrated Cations and Solvent
1952|9.0|5.0|Journal of Chemical Physics|Gaseous Detonations. III. Dissociation Energies of Nitrogen and Carbon Monoxide
1953|22.0|1.0|Journal of Chemical Physics|A Theory of the Linear Viscoelastic Properties of Dilute Solutions of Coiling Polymers
1954|10.0|3.0|Bulletin of the American Mathematical Society|The theory of dynamic programming
1955|8.0|1.0|Journal of Applied Physics|Electron Microscopy of Monodisperse Latexes
1956|10.0|1.0|Journal of Chemical Physics|Statistical Mechanical Theory of Transport Processes. IX. Contribution to the Theory of Brownian Motion
1957|21.0|2.0|Journal of Chemical Physics|Relationship of the Second Virial Coefficient to Polymer Chain Dimensions and Interaction Parameters
1958|22.0|1.0|Journal of Physics and Chemistry of Solids|Theory of diffusion-limited precipitation
1959|35.0|1.0|Journal of Chemical Physics|Measurement of the Rate of Dissociation of Oxygen
1960|29.0|2.0|Journal of Chemical Physics|SelfDiffusion of Oxygen in Single Crystal and Polycrystalline Aluminum Oxide
1961|26.0|1.0|Journal of Chemical Physics|On the Theory of HelixCoil Transition in Polypeptides
1962|20.0|1.0|Journal of Chemical Physics|Chemically Induced Vibrational Excitation : Hydroxyl Radical Emission in the 13Micron Region Produced by the H + O3 Atomic Flame
1963|23.0|2.0|Journal of Geophysical Research|Tesseral harmonics of the gravitational field and geodetic datum shifts derived from camera observations of satellites
1964|18.0|3.0|Journal of Chemical Physics|Microwave Spectrum of NO2: Fine Structure and Magnetic Coupling
1965|38.0|1.0|Journal of Geophysical Research|Diffusion of protons in the outer radiation belt
1966|47.0|1.0|Nuclear Physics|Systematics of absolute gamma-ray transition probabilities in deformed odd-mass nuclei
1967|59.0|1.0|Journal of Geophysical Research|On the adiabatic motion of energetic particles in a model magnetosphere
1968|33.0|1.0|Journal of Geophysical Research|Plasma flow in the magnetosphere
1969|38.0|1.0|Geochimica et Cosmochimica Acta|An accurate X-ray spectrographic method for the analysis of a wide range of geological samples
