----  Field Name Nanophotonics: 
----  Field Level 2.0: 
----  Field Papers Number 15111:
----  All time max citation paper: Surface plasmon subwavelength optics, 2003, (3480.0 citations)
----  Papers with max citations after 5 year 
 Year|Citations|Median Citations|Venue Name|Title
1972|1.0|1.0|Radiation Effects and Defects in Solids|Secondary electron spectra of some solid targets under ionic bombardment
1973|13.0|6.5|Surface Science|Surface plasmons in solids
1975|42.0|1.5|Journal of Applied Physics|Gaininduced guiding and astigmatic output beam of GaAs lasers
1976|2.0|1.0|Journal of Geophysical Research|Analysis of the backscatter spectrum in an ionospheric modification experiment
1977|8.0|0.0|Advances in Physics|Interstellar grains The interaction of light with a small-particle system
1978|8.0|7.0|Journal of Chemical Physics|Optical properties of organic dye monolayers by surface plasmon spectroscopy
1979|6.0|3.0|Physics of Fluids|Aspects of a renormalized weak plasma turbulence theory
1980|100.0|3.0|Journal of Chemical Physics|Electromagnetic theory of enhanced Raman scattering by molecules adsorbed on rough surfaces
1981|9.0|1.0|Chemical Physics Letters|Surface enhanced Raman scattering by surface plasmon enhancement of electromagnetic fields near spheroidal particles on a roughened metal surface
1982|8.0|4.0|Journal of Geophysical Research|Solitons and ionospheric heating
1983|20.0|0.5|Journal of Chemical Physics|The electronic structure of aromatic molecules adsorbed on Pd(111)
1984|15.0|2.0|Journal of Applied Physics|Studies of SiC Formation on Si(100) by Chemical Vapor Deposition,
1985|11.0|0.5|Journal of Applied Physics|Nonlinear surface polaritons guided by metal films
1986|49.0|1.5|Applied Physics Letters|Optical spectroscopy of ultrasmall structures etched from quantum wells
1987|17.0|1.5|Applied Physics Letters|Ultranarrow conducting channels defined in GaAsAlGaAs by lowenergy ion damage
1988|20.0|1.0|Applied Physics Letters|Birefringent channel waveguides defined by impurityinduced superlattice disordering
1989|23.0|1.0|Applied Physics Letters|Lasing Characteristics of GaAs Microresonators
1990|19.0|2.0|Journal of Applied Physics|Surface plasmon optical characterization of lipid monolayers at 5 m lateral resolution
1991|65.0|2.0|IEEE Journal of Quantum Electronics|Vertical-cavity surface-emitting lasers: Design, growth, fabrication, characterization
1992|19.0|1.0|Applied Physics Letters|Double wavelength selective GaAs/AlGaAs infrared detector device
1993|22.0|1.0|Journal of Chemical Physics|MOLECULAR RECOGNITION AT SELF-ASSEMBLED MONOLAYERS - OPTIMIZATION OF SURFACE FUNCTIONALIZATION
1994|17.0|1.0|Sensors and Actuators B-chemical|A waveguide-coupled surface-plasmon sensor for an aqueous environment
1995|21.0|2.0|Sensors and Actuators B-chemical|Waveguide surface plasmon resonance sensors
1996|18.0|2.0|Journal of Applied Physics|Preparation and Quantitative Magnetic Studies of Single-Domain Nickel Cylinders
1997|78.0|3.0|Journal of Applied Physics|Influence of ion energy and substrate temperature on the optical and electronic properties of tetrahedral amorphous carbon (ta-C) films
1998|14.0|1.0|Optical Engineering|Photonic microstructures as laser mirrors
1999|127.0|3.0|Proceedings of the National Academy of Sciences of the United States of America|A Microfabricated Device for Sizing and Sorting DNA Molecules
2000|58.0|3.0|Journal of Lightwave Technology|Design and fabrication of silicon photonic crystal optical waveguides
2001|100.0|3.0|Journal of Applied Physics|Effective electron mobility in Si inversion layers in metaloxidesemiconductor systems with a high- insulator: The role of remote phonon scattering
2002|229.0|6.0|IEEE Transactions on Microwave Theory and Techniques|Planar negative refractive index media using periodically L-C loaded transmission lines
2003|705.0|5.0|Nature|Surface plasmon subwavelength optics
2004|268.0|8.0|Nature|Vacuum Rabi Splitting with a Single Quantum Dot in a Photonic Crystal Nanocavity
2005|441.0|6.0|Science|SubDiffraction-Limited Optical Imaging with a Silver Superlens
2006|425.0|5.0|Nature|Channel plasmon subwavelength waveguide components including interferometers and ring resonators
2007|402.0|6.0|Journal of Applied Physics|Surface plasmon enhanced silicon solar cells
2008|443.0|4.0|Nature|Three-dimensional optical metamaterial with a negative refractive index.
2009|599.0|5.0|Nature|Plasmon lasers at deep subwavelength scale
2010|676.0|6.0|Nature Photonics|Plasmonics beyond the diffraction limit
