----  Field Name Swarm intelligence: 
----  Field Level 2.0: 
----  Field Papers Number 5313:
----  All time max citation paper: The Problem of Pattern and Scale in Ecology, 1992, (1908.0 citations)
----  Papers with max citations after 5 year 
 Year|Citations|Median Citations|Venue Name|Title
1964|1.0|1.0|Management Science|Plant Location Under Economies-of-ScaleDecentralization and Computation
1965|4.0|4.0|Journal of Experimental Social Psychology|Collective behavior in a simulated panic situation
1969|0|0.0|Social Problems|Student Walkout: A Fortuitous Examination of Elementary Collective Behavior
1972|0|0.0|International Journal of Environmental Studies|The ecological crisis and the work ethic
1973|0|0.0|Sociological Quarterly|Fifteen Years of Collective Behavior
1974|1.0|1.0|Sociological Inquiry|Collective Behavior as GroupInduced Shift*
1975|7.0|5.5|IEEE Transactions on Automatic Control|Dynamic programming approach to decentralized stochastic control problems
1976|16.0|8.0|Automatica|Decentralized control of linear multivariable systems
1977|2.0|2.0|Journal of Economic Theory|Decentralized control problems in neumann-economies
1978|33.0|3.0|IEEE Transactions on Automatic Control|Survey of decentralized control methods for large scale systems
1979|9.0|9.0|Journal of Computational Physics|Analysis of the time integration in plasma simulation
1980|10.0|2.5|Automatica|On decentrally stabilizable large-scale systems
1981|16.0|8.0|Automatica|Algebraic characterization of fixed modes in decentralized control
1982|4.0|0.0|Automatica|Optimal decentralized control of dynamic systems
1983|15.0|2.0|Information Processing Letters|A distributed solution of the distributed termination problem
1984|20.0|3.0|Journal of Mathematical Physics|Collectivity and geometry. I. General approach
1985|11.0|1.0|Icarus|A granular flow model for dense planetary rings
1986|18.0|1.0|IEEE Transactions on Software Engineering|An approach to decentralized computer systems
1987|3.0|0.0|Computers in Industry|Issues in intelligent cell control for flexible manufacturing systems
1988|12.0|2.0|IEEE Transactions on Software Engineering|A class of inherently fault tolerant distributed programs
1989|11.0|1.0|IEEE Journal on Selected Areas in Communications|Robust design and planning of a worldwide intelligent network
1990|9.0|1.0|international symposium on physical design|Collective behavior of predictive agents
1991|13.0|1.0|Behavioral Ecology and Sociobiology|Collective decision-making in honey bees: how colonies choose among nectar sources
1992|121.0|2.0|Ecology|The Problem of Pattern and Scale in Ecology
1993|15.0|2.0|Automatica|Robust performance of cross-directional basis-weight control in paper machines
1994|23.0|2.0|IEEE Transactions on Nuclear Science|Three-dimensional simulation of charge collection and multiple-bit upset in Si devices
1995|24.0|1.0|integrated network management|Decentralizing control and intelligence in network management
1996|20.0|2.0|Society & Natural Resources|From the bottom up: Participatory issues in fisheries management
1997|41.0|2.0|Autonomous Robots|Cooperative Mobile Robotics: Antecedents and Directions
1998|69.0|3.0|IEEE Communications Magazine|An architecture for large scale Internet measurement
1999|129.0|3.0|Applied Physics Letters|Highly-ordered carbon nanotube arrays for electronics applications
2000|49.0|4.0|Future Generation Computer Systems|Ant algorithms and stigmergy
2001|66.0|3.0|Applied Physics Letters|Fabrication of highly ordered metallic nanowire arrays by electrodeposition
2002|134.0|3.0|Natural Computing|Recent approaches to global optimization problems through Particle Swarm Optimization
2003|99.0|4.0|Journal of Public Economics|Centralized versus decentralized provision of local public goods: a political economy approach
2004|111.0|4.5|systems man and cybernetics|Stability analysis of social foraging swarms
2005|119.0|4.0|Proceedings of the National Academy of Sciences of the United States of America|Force mapping in epithelial cell migration
2006|816.0|4.0|IEEE Computational Intelligence Magazine|Ant colony optimization
2007|299.0|3.0|Journal of Global Optimization|A powerful and efficient algorithm for numerical function optimization: artificial bee colony (ABC) algorithm
2008|479.0|3.0|soft computing|On the performance of artificial bee colony (ABC) algorithm
2009|466.0|3.0|Applied Mathematics and Computation|A comparative study of Artificial Bee Colony algorithm
2010|119.0|3.0|Applied Soft Computing|Review: The use of computational intelligence in intrusion detection systems: A review
