----  Field Name Web mining: 
----  Field Level 2.0: 
----  Field Papers Number 1809:
----  All time max citation paper: Web usage mining: discovery and applications of usage patterns from Web data, 2000, (950.0 citations)
----  Papers with max citations after 5 year 
 Year|Citations|Median Citations|Venue Name|Title
1996|34.0|34.0|Communications of The ACM|The World-Wide Web: quagmire or gold mine?
1997|73.0|73.0|international conference on tools with artificial intelligence|Web mining: information and pattern discovery on the World Wide Web
1998|66.0|42.0|Sigmod Record|Discovering Internet marketing intelligence through online analytical web usage mining
1999|119.0|22.0|Computer Networks|Trawling the Web for emerging cyber-communities
2000|275.0|7.0|Sigkdd Explorations|Web usage mining: discovery and applications of usage patterns from Web data
2001|64.0|4.0|web information and data management|Effective personalization based on association rule discovery from web usage data
2002|172.0|7.5|knowledge discovery and data mining|Efficiently mining frequent trees in a forest
2003|184.0|6.0|ACM Transactions on Internet Technology|Web mining for web personalization
2004|104.0|6.0|international world wide web conferences|Learning block importance models for web pages
2005|72.0|4.0|international world wide web conferences|Algorithmic detection of semantic similarity
2006|145.0|3.0|IEEE Transactions on Knowledge and Data Engineering|A Survey of Web Information Extraction Systems
2007|160.0|3.0|Expert Systems With Applications|Educational data mining: A survey from 1995 to 2005
2008|131.0|2.0|Computers in Education|Data mining in course management systems: Moodle case study and tutorial
2009|110.0|2.0|ACM Computing Surveys|Web page classification: Features and algorithms
2010|300.0|2.0|national conference on artificial intelligence|Toward an Architecture for Never-Ending Language Learning
