----  Field Name Supervised learning: 
----  Field Level 2.0: 
----  Field Papers Number 5564:
----  All time max citation paper: Fast learning in networks of locally-tuned processing units, 1989, (1960.0 citations)
----  Papers with max citations after 5 year 
 Year|Citations|Median Citations|Venue Name|Title
1973|6.0|6.0|Psychometrika|Estimating the weights for multiple attributes in a composite criterion using pairwise judgments
1975|20.0|20.0|Plant Ecology|On objectives of methods of ordination
1976|4.0|4.0|Journal of Personality and Social Psychology|Test of an Additive Model of Social Inference
1977|7.0|4.5|Journal of Chemical Physics|An interacting segment model of molecular electric tensor properties: Theory and application to electric dipole moments of the halogenated methanes
1978|1.0|1.0|Molecular Crystals and Liquid Crystals|The Dielectric and Optical Properties of the Homologous Series of Cyano-Alkyl-Biphenyl Liquid Crystals
1979|1.0|0.0|Journal of Luminescence|On the interpretation of crystal-field parameters with additive models
1980|9.0|7.0|Genetics|EVOLUTION OF INTERACTIONS IN FAMILY-STRUCTURED POPULATIONS: MIXED MATING MODELS
1981|0|0.0|Somatic Cell and Molecular Genetics|Quantitative cell fusion: derivation and application of theoretical models
1982|24.0|3.0|Management Science|An Experimental Comparison of Different Approaches to Determining Weights in Additive Utility Models
1983|16.0|7.0|Biological Cybernetics|Stimulus Dependent Neural Correlations in the Auditory Midbrain of the Grassfrog (Rana temporaria L.)
1984|2.0|1.0|Social Indicators Research|Multiplicative and additive models of job and life satisfaction
1985|4.0|2.5|Genetics|Circadian rhythms in Neurospora crassa: interactions between clock mutations.
1986|10.0|0.0|Journal of Multivariate Analysis|On detection of the number of signals in presence of white noise
1987|32.0|7.5|international joint conference on artificial intelligence|A logical approach to reasoning by analogy
1988|165.0|6.0|Journal of Personality and Social Psychology|Personality similarity in twins reared apart and together
1989|178.0|6.0|Neural Computation|A learning algorithm for continually running fully recurrent neural networks
1990|176.0|2.0|neural information processing systems|The cascade-correlation learning architecture
1991|131.0|3.0|Machine Learning|Instance-Based Learning Algorithms
1992|146.0|2.5|Cognitive Science|Forward Models: Supervised Learning with a Distal Teacher
1993|59.0|4.0|IEEE Transactions on Fuzzy Systems|Neural networks that learn from fuzzy if-then rules
1994|59.0|4.5|Neural Networks|Growing cell structuresa self-organizing network for unsupervised and supervised learning
1995|101.0|4.0|Neural Computation|Regularization theory and neural networks architectures
1996|28.0|2.0|national conference on artificial intelligence|Building Classifiers Using Bayesian Networks
1997|99.0|2.0|Environmental Toxicology and Chemistry|Polychlorinated dibenzopdioxins, dibenzofurans, biphenyls and 2,3,7,8tetrachlorodibenzopdioxin equivalents in fishes from Saginaw Bay, Michigan
1998|80.0|2.0|IEEE Transactions on Neural Networks|A general framework for adaptive processing of data structures
1999|98.0|4.0|international conference on machine learning|Unsupervised Models for Named Entity Classification
2000|488.0|3.0|Proceedings of the National Academy of Sciences of the United States of America|Knowledge-based analysis of microarray gene expression data by using support vector machines
2001|248.0|4.5|Genome Biology|Supervised harvesting of expression trees
2002|625.0|5.0|Nature Medicine|Diffuse large B-cell lymphoma outcome prediction by gene-expression profiling and supervised machine learning
2003|255.0|5.0|international conference on machine learning|Semi-supervised learning using Gaussian fields and harmonic functions
2004|316.0|6.0|Journal of Machine Learning Research|RCV1: A New Benchmark Collection for Text Categorization Research
2005|181.0|5.0|Journal of Machine Learning Research|A Framework for Learning Predictive Structures from Multiple Tasks and Unlabeled Data
2006|462.0|3.0|Journal of The Royal Statistical Society Series B-statistical Methodology|Model selection and estimation in regression with grouped variables
2007|260.0|5.0|IEEE Transactions on Pattern Analysis and Machine Intelligence|Supervised Learning of Semantic Classes for Image Annotation and Retrieval
2008|119.0|4.0|Biological Cybernetics|Phenomenological models of synaptic plasticity based on spike timing
2009|302.0|4.0|computer vision and pattern recognition|Visual tracking with online Multiple Instance Learning
2010|530.0|5.0|Pattern Recognition Letters|Data clustering: 50 years beyond K-means
