----  Field Name Chemical thermodynamics: 
----  Field Level 2.0: 
----  Field Papers Number 1897:
----  All time max citation paper: Cost and performance of fossil fuel power plants with CO2 capture and storage, 2007, (283.0 citations)
----  Papers with max citations after 5 year 
 Year|Citations|Median Citations|Venue Name|Title
1965|2.0|2.0||Analysis of low-temperature direct-condensing vapor-chamber fin and conducting fin radiators
1970|1.0|1.0|Critical Reviews in Environmental Science and Technology|Physical and engineering aspects of thermal pollution
1971|0|0.0|International Journal of Heat and Mass Transfer|Heat-rejection radiator mass and its influence in space power systems
1973|0|0.0||Thermodynamics and phase diagram calculations in II-VI and IV-VI ternary systems using an associated solution model
1974|4.0|1.0|Journal of Environmental Economics and Management|The economics of enforcing air pollution controls
1975|16.0|1.5|Solar Energy|Analysis of gas dissociation solar thermal power system
1976|20.0|4.5||ETA: A Model for Energy Technology Assessment
1977|2.0|2.0|Chesapeake Science|Temporal variation in upper bay mesohaline benthic communities: I. The 9-m mud habitat
1978|2.0|1.5|Water Research|Growth responses of selected freshwater algae to trace elements and scrubber ash slurry generated by coal-fired power plants
1979|1.0|0.0|Journal of The Franklin Institute-engineering and Applied Mathematics|An analytical solution for the multidimensional degradation of a packed bed thermocline
1980|23.0|4.0|Atmospheric Environment|Measurements of gas-to-particle conversion in the plumes from five coal-fired electric power plants
1981|9.0|2.0|Journal of Sound and Vibration|Fluidelastic vibration of cylinder arrays in axial and cross flow: State of the art
1982|9.0|0.5|Chemosphere|Polycyclic aromatic hydrocarbons in sediments and associated benthos in Lake Erie
1983|3.0|1.0|Geochimica et Cosmochimica Acta|The electrical conductivity of some hydrous and anhydrous molten silicates as a function of temperature and pressure
1984|17.0|3.5|Atmospheric Environment|Source apportionment methods applied to the determination of the origin of ambient aerosols that affect visibility in forested areas
1985|7.0|2.0|international joint conference on artificial intelligence|Representing procedural knowledge in expert systems: an application to process control
1986|7.0|3.0|Environmental Research|Trace element interactions affecting pulmonary macrophage cytotoxicity
1987|3.0|1.0|Journal of Applied Physics|Thermodynamic simulation of a rotating Ericsson-cycle magnetic refrigerator without a regenerator
1988|3.0|0.0|Risk Analysis|Comparing Expressed and Revealed Preferences for Risk Reduction: Different Hazards and Question Frames
1989|8.0|1.0|Reliability Engineering & System Safety|GOTRES: an expert system for fault detection and analysis
1990|15.0|4.0|The International Journal of Robotics Research|Sensor-based control of a nine-link biped
1991|8.0|3.0|American Journal of Public Health|Cancer rates after the Three Mile Island nuclear accident and proximity of residence to the plant.
1992|4.0|1.0|Journal of Supercritical Fluids|Solvent structural changes in repulsive and attractive supercritical mixtures. a molecular distribution study
1993|10.0|1.5|Journal of Nuclear Materials|Experimental studies of free defect generation during irradiation  Implications for reactor environments
1994|12.0|1.0|Protein Science|Stability of yeast iso1ferricytochrome c as a function of pH and temperature
1995|13.0|1.0|Biophysical Chemistry|Partial molar heat capacities and volumes of Gly-X-Gly tripeptides in aqueous solution: model studies for the rationalization of thermodynamic parameters of proteins
1996|9.0|1.0|Fuel|Characterization of fly ash from Kentucky power plants
1997|9.0|0.5|Biophysical Chemistry|Local fluctuations and global unfolding of partially folded BPTI detected by NMR
1998|19.0|2.5|Journal of Molecular Biology|Inter-helical interactions in the leucine zipper coiled coil dimer: ph and salt dependence of coupling energy between charged amino acids
1999|23.0|2.0|Biophysical Chemistry|Partial molar volumes of proteins: amino acid side-chain contributions derived from the partial molar volumes of some tripeptides over the temperature range 1090C
2000|11.0|2.0|Journal of The European Ceramic Society|Characterization of a glass-ceramic produced from thermal power plant fly ashes
2001|19.0|3.5||Society exergy analysis: a comparison of different societies
2002|9.0|2.0|IEEE Transactions on Plasma Science|A three-dimensional model of wire array instability, ablation, and jetting
2003|25.0|3.0|Fuel|Phase-mineral and chemical composition of coal fly ashes as a basis for their multicomponent utilization. 1. Characterization of feed coals and fly ashes
2004|52.0|3.0|Separation and Purification Technology|Adsorption kinetics and column operations for the removal and recovery of malachite green from wastewater using bottom ash
2005|84.0|4.0|International Journal of Pharmaceutics|Evaluation of cyclodextrin solubilization of drugs.
2006|115.0|5.0|Journal of Chromatography A|The chemical interpretation and practice of linear solvation energy relationships in chromatography
2007|155.0|7.0|Energy Policy|Cost and performance of fossil fuel power plants with CO2 capture and storage
2008|123.0|8.0|Renewable & Sustainable Energy Reviews|A key review on exergetic analysis and assessment of renewable energy resources for a sustainable future
2009|80.0|6.0|Journal of Colloid and Interface Science|Adsorption studies on the removal of coloring agent phenol red from wastewater using waste materials as adsorbents.
2010|182.0|7.0|Applied Thermal Engineering|Pre-combustion, post-combustion and oxy-combustion in thermal power plant for CO 2 capture
