----  Field Name Mathematical finance: 
----  Field Level 2.0: 
----  Field Papers Number 35713:
----  All time max citation paper: The CrossSection of Expected Stock Returns, 1992, (4783.0 citations)
----  Papers with max citations after 5 year 
 Year|Citations|Median Citations|Venue Name|Title
1954|1.0|1.0|Mathematical Proceedings of the Cambridge Philosophical Society|ON THE CRANK-NICOLSON PROCEDURE FOR SOLVING PARABOLIC PARTIAL DIFFERENTIAL EQUATIONS,
1955|0|0.0|Bulletin of Mathematical Biology|Mathematical models of threshold phenomena in the nerve membrane
1956|1.0|1.0|Annals of Mathematical Statistics|Some Continuous Monte Carlo Methods for the Dirichlet Problem
1960|4.0|3.0|Journal of the American Ceramic Society|Vaporization of RareEarth Oxides
1961|6.0|6.0|Journal of Geophysical Research|THE BEHAVIOR OF VOLATILES ON THE LUNAR SURFACE
1962|10.0|5.0|Psychological Review|The selection of strategies in cue learning
1963|2.0|2.0|Icarus|THE STABILITY OF VOLATILES IN THE SOLAR SYSTEM
1964|18.0|4.0|Geochimica et Cosmochimica Acta|The determination of rubidium and caesium in stony meteorites by neutron activation analysis and by mass spectrometry
1965|27.0|1.0|Geochimica et Cosmochimica Acta|Minor and trace element abundances in chondritic meteorites.
1966|7.0|3.0|Icarus|A stochastic model of the formation and survival of lunar craters: II. Approximate distribution of diameter of all observable craters
1967|29.0|6.0|Geochimica et Cosmochimica Acta|Organic constituents of meteorites - a review.
1968|6.0|2.0|Biometrika|Stochastic models for the population growth of the sexes
1969|6.0|2.5|Communications of The ACM|Degree of multiprogramming in page-on-demand systems
1970|8.0|3.0|Bellman Prize in Mathematical Biosciences|On a semi-stochastic model arising in a biological system
1971|45.0|3.5|Geochimica et Cosmochimica Acta|Chemical fractionations in meteoritesIV abundances of fourteen trace elements in L-chondrites; implications for cosmothermometry
1972|31.0|3.0|Reviews of Geophysics|Formation of ordinary chondrites
1973|40.0|2.0|Geochimica et Cosmochimica Acta|Chemical fractionations in meteorites. VI - Accretion temperatures of H-, LL-, and E-chondrites, from abundance of volatile trace elements.
1974|50.0|2.0|Reviews of Geophysics|Early chemical history of the solar system
1975|23.0|3.0|Geochimica et Cosmochimica Acta|Thermal metamorphism of primitive meteorites. I - Variation of six trace elements in Allende carbonaceous chondrite heated at 400-1000 C
1976|52.0|2.0|Journal of Financial Economics|Option pricing: A review
1977|67.0|1.5|Science|Mars and Earth: Origin and Abundance of Volatiles
1978|45.0|2.0|Earth and Planetary Science Letters|Trace elements in ocean ridge basalts
1979|48.0|3.0|Journal of Financial Economics|An intertemporal asset pricing model with stochastic consumption and investment opportunities
1980|46.0|2.0|Journal of Finance|An Empirical Investigation of the Arbitrage Pricing Theory
1981|72.0|1.0|Journal of Financial Economics|The relationship between return and market value of common stocks
1982|50.0|2.0|Communications of The ACM|Computer rendering of stochastic models
1983|38.0|2.0|Journal of Finance|Some Empirical Tests of the Theory of Arbitrage Pricing.
1984|27.0|2.0|Biophysical Chemistry|Stochastic model for electric field-induced membrane pores electroporation
1985|31.0|3.0|Journal of Chemical Physics|Stochastic theory of resonance Raman line shapes of polyatomic molecules in condensed phases
1986|52.0|3.0|Journal of Monetary Economics|Alternative Explanations of the Money-Income Correlation
1987|39.0|2.0|Journal of Finance|The Pricing of Options on Assets with Stochastic Volatilities
1988|40.0|2.0|The Journal of Business|On the Contrarian Investment Strategy
1989|80.0|2.0|IEEE Transactions on Computers|Optimum broadcasting and personalized communication in hypercubes
1990|36.0|2.0|Water Resources Research|Stochastic modeling of macrodispersion in heterogeneous porous media
1991|58.0|2.0|design automation conference|Transition density, a stochastic measure of activity in digital circuits
1992|225.0|2.0|Journal of Finance|The CrossSection of Expected Stock Returns
1993|108.0|2.0|Psychological Review|Decision Field Theory: A Dynamic-Cognitive Approach to Decision Making in an Uncertain Environment.
1994|78.0|2.0|Journal of Finance|Implied Binomial Trees
1995|46.0|2.0|Mathematical Finance|THE GARCH OPTION PRICING MODEL
1996|142.0|3.0|Journal of Finance|Multifactor Explanations of Asset Pricing Anomalies
1997|113.0|2.0|Journal of Financial Economics|Detecting Long-Run Abnormal Stock Returns: The Empirical Power and Specification of Test Statistics
1998|74.0|3.0|Journal of Economic Dynamics and Control|Heterogeneous beliefs and routes to chaos in a simple asset pricing model
1999|178.0|3.0|Journal of Economic Literature|Financial Development and Economic Growth: Views and Agenda
2000|128.0|3.0|Journal of Finance|Conditional Skewness in Asset Pricing Tests
2001|186.0|3.0|Journal of Economic Growth|Growth is Good for the Poor
2002|446.0|3.0|IEEE Computer|Networks on chips: a new SoC paradigm
2003|328.0|3.0|Nature|Noise in eukaryotic gene expression.
2004|447.0|3.0|Systematic Biology|Bayesian phylogenetic analysis of combined data
2005|237.0|3.0|Science|Pattern-Oriented Modeling of Agent-Based Complex Systems: Lessons from Ecology
2006|241.0|4.0|PLOS Biology|Stochastic mRNA synthesis in mammalian cells.
2007|1831.0|3.0|BMC Evolutionary Biology|BEAST: Bayesian evolutionary analysis by sampling trees
2008|284.0|3.0|Journal of Economic Perspectives|Deciphering the Liquidity and Credit Crunch 2007-08
2009|594.0|3.0|Nature|Early-warning signals for critical transitions
2010|195.0|4.0|Journal of Finance|Individualism and Momentum Around the World
