----  Field Name Limnology: 
----  Field Level 2.0: 
----  Field Papers Number 2254:
----  All time max citation paper: Climate change, coral bleaching and the future of the world's coral reefs, 1999, (1396.0 citations)
----  Papers with max citations after 5 year 
 Year|Citations|Median Citations|Venue Name|Title
1964|1.0|0.5|Arctic|A Limnological Investigation of a Large Arctic Lake, Nettilling Lake, Baffin Island
1974|3.0|3.0|Chesapeake Science|Growth and dissipation of phytoplankton in Chesapeake Bay. II. A statistical analysis of phytoplankton standing crops in the Rhode and West rivers and an adjacent section of the Chesapeake Bay
1976|2.0|2.0|Remote Sensing of Environment|Imaging Radar Observations of Frozen Arctic Lakes
1977|25.0|1.0|Limnology and Oceanography|A trophic state index for lakes
1978|1.0|1.0|Journal of Great Lakes Research|Lake Superior basin and its development
1979|5.0|2.0|Water Resources Research|Use of hypolimnetic oxygen depletion rate as a trophic state index for lakes
1980|1.0|0.0|Marine Ecology|A Classification of Hypersaline Waters, Based on Trophic Criteria
1981|6.0|3.0|Journal of Great Lakes Research|Sedimentation rates and depositional processes in Lake Superior from /sup 210/Pb geochronology
1982|6.0|6.0|Journal of Great Lakes Research|Large Lakes of the World
1983|15.0|3.0|Journal of Political Economy|Bank Runs, Deposit Insurance, and Liquidity
1984|11.0|1.0|Limnology and Oceanography|Selective particle ingestion by a filter-feeding fish and its impact on phytoplankton community structure
1985|12.0|6.5|Water Research|A system of defined ( Sensu stricto ) media for daphnid (Cladocera) culture
1986|8.0|4.0|Journal of Great Lakes Research|Microbial Response to Amino Acid Additions in Lake Michigan: Grazer Control and Substrate Limitation of Bacterial Populations
1987|1.0|1.0|Fems Microbiology Letters|Spatial and temporal distribution of Caulobacter spp. in two mesotrophic lakes
1988|10.0|4.0|Limnology and Oceanography|Ecological principles affecting community structure and secondary production by zooplankton in marine and freshwater environments
1989|4.0|1.5|Annales De Limnologie-international Journal of Limnology|Composition, distribution and biomass of benthic macrophyte communities from lake Baciver, a spanish alpine lake in the central Pyrenees
1990|14.0|2.0|Water Research|Cyanobacteria (blue-green algae) in Wisconsin waters: acute and chronic toxicity.
1991|3.0|1.0|Surveys in Geophysics|Land Surface Hydrology in a General Circulation Model N-Global and Regional Fields Needed for Validation
1992|5.0|2.0|Journal of Great Lakes Research|Dominance of Small Filter Feeding Zooplankton in the Lake Ontario Foodweb
1993|4.0|0.0|Environmental Toxicology and Chemistry|Saltmarsh processes: A Review
1994|21.0|5.5|The American Naturalist|Physical stress and positive associations among marsh plants
1995|21.0|2.0|Journal of Banking and Finance|The role of capital in financial institutions
1996|56.0|3.0|Environmental Conservation|Natural and human-induced disturbance of seagrasses
1997|59.0|3.5|Journal of Banking and Finance|Inside the black box: What explains differences in the efficiencies of financial institutions?
1998|13.0|2.0|Journal of Banking and Finance|On the profitability and cost of relationship lending
1999|174.0|4.0|Marine and Freshwater Research|Climate change, coral bleaching and the future of the world's coral reefs
2000|36.0|3.0|Ecosystems|Ecosystem responses to nitrogen deposition in the Colorado Front Range.
2001|35.0|4.0||Midges: Chironomidae and Related Diptera
2002|89.0|8.0|Acta Oecologica-international Journal of Ecology|The Monopolization Hypothesis and the dispersalgene flow paradox in aquatic organisms
2003|127.0|5.0|Brookings Papers on Economic Activity|Liberalization, Growth, and Financial Crises: Lessons from Mexico and the Developing World
2004|109.0|7.0|Biological Conservation|Comparative biodiversity of rivers, streams, ditches and ponds in an agricultural landscape in Southern England
2005|86.0|5.0|Ecological Engineering|Horizontal sub-surface flow and hybrid constructed wetlands systems for wastewater treatment
2006|78.0|5.0|Science of The Total Environment|How green is my river? A new paradigm of eutrophication in rivers
2007|98.0|8.0|Automatica|Adaptive neural control of MIMO nonlinear state time-varying delay systems with unknown dead-zones and gain signs
2008|80.0|8.0|Automatica|Adaptive dynamic surface control of nonlinear systems with unknown dead zone in pure feedback form.
2009|217.0|6.0|Nature Geoscience|The boundless carbon cycle
2010|237.0|4.5|Journal of The North American Benthological Society|Freshwater biodiversity conservation: recent progress and future challenges.
