----  Field Name Fuzzy control system: 
----  Field Level 2.0: 
----  Field Papers Number 15746:
----  All time max citation paper: A fuzzy-logic-based approach to qualitative modeling, 1993, (1083.0 citations)
----  Papers with max citations after 5 year 
 Year|Citations|Median Citations|Venue Name|Title
1972|13.0|8.0|IEEE Transactions on Computers|On the Execution of Fuzzy Programs Using Finite-State Machines
1974|0|0.0|Computers in Biology and Medicine|Use of hybrid computers to analyze behavior of detailed models of biological systemsII: System parameters used in bile salt stimulated biliary cholesterol excretion
1976|4.0|2.0|Theory and Decision|On the problem of imprecision
1977|25.0|16.0|International Journal of Human-computer Studies \/ International Journal of Man-machine Studies|The fuzzy decade: a bibliography of fuzzy systems and closely related topics
1978|0|0.0|General Topology and Its Applications|Statistical metric spaces as related to topological spaces
1979|7.0|7.0|Neuroscience|Central transport and distribution of labelled glutamic and aspartic acids to the cochlear nucleus in cats: An autoradiographic study
1980|9.0|5.5|Journal of Plasma Physics|A fluid description of plasma double-layers
1981|7.0|7.0|Fuzzy Sets and Systems|The current interest in fuzzy optimization
1982|20.0|10.0|Journal of Mathematical Analysis and Applications|Construction of Fuzzy -algebras using triangular norms
1983|27.0|4.0|Information Sciences|Ranking fuzzy numbers in the setting of possibility theory
1984|9.0|3.0|Fuzzy Sets and Systems|A retrospective view of fuzzy control systems
1985|15.0|6.0|Fuzzy Sets and Systems|Ranking alternatives using fuzzy numbers
1986|49.0|3.5|Applied Physics Letters|Optical spectroscopy of ultrasmall structures etched from quantum wells
1987|18.0|6.0|International Journal of Approximate Reasoning|Summarizing and propagating uncertain information with triangular norms
1988|19.0|3.5|Applied Physics Letters|Straininduced lateral confinement of excitons in GaAsAlGaAs quantum well microstructures
1989|23.0|2.5|Applied Physics Letters|Lasing Characteristics of GaAs Microresonators
1990|24.0|2.5|IEEE Transactions on Knowledge and Data Engineering|Knowledge representation using fuzzy Petri nets
1991|89.0|3.0|IEEE Transactions on Computers|Neural-network-based fuzzy logic control and decision system
1992|137.0|3.5|IEEE Transactions on Neural Networks|Fuzzy ARTMAP: A neural network architecture for incremental supervised learning of analog multidimensional maps
1993|138.0|2.0|IEEE Transactions on Fuzzy Systems|A fuzzy-logic-based approach to qualitative modeling
1994|56.0|2.0|IEEE Transactions on Systems, Man, and Cybernetics|Genetic-based new fuzzy reasoning models with application to fuzzy control
1995|115.0|2.0|Proceedings of the IEEE|Neuro-fuzzy modeling and control
1996|117.0|2.0|IEEE Transactions on Fuzzy Systems|An approach to fuzzy control of nonlinear systems: stability and design issues
1997|56.0|3.0|IEEE Transactions on Fuzzy Systems|A new approach to fuzzy modeling
1998|73.0|2.0|IEEE Transactions on Fuzzy Systems|Fuzzy regulators and fuzzy observers: relaxed stability conditions and LMI-based designs
1999|127.0|4.0|Proceedings of the National Academy of Sciences of the United States of America|A Microfabricated Device for Sizing and Sorting DNA Molecules
2000|106.0|3.0|IEEE\/ASME Journal of Microelectromechanical Systems|Three-dimensional micro-channel fabrication in polydimethylsiloxane (PDMS) elastomer
2001|84.0|3.0|IEEE Transactions on Fuzzy Systems|Robust fuzzy control of nonlinear systems with parametric uncertainties
2002|121.0|3.0|IEEE Transactions on Fuzzy Systems|Expected value of fuzzy variable and fuzzy expected value models
2003|155.0|3.0|Geoderma|On digital soil mapping
2004|268.0|4.0|Nature|Vacuum Rabi Splitting with a Single Quantum Dot in a Photonic Crystal Nanocavity
2005|89.0|3.0|Fuzzy Sets and Systems|Perspectives of fuzzy systems and control
2006|269.0|2.0|IEEE Transactions on Fuzzy Systems|A Survey on Analysis and Design of Model-Based Fuzzy Control Systems
2007|170.0|2.0|IEEE Transactions on Industrial Electronics|FPGA Design Methodology for Industrial Control SystemsA Review
2008|246.0|2.0|Information Sciences|Is there a need for fuzzy logic?
2009|141.0|1.0|soft computing|Fuzzy hierarchical TOPSIS for supplier selection
2010|164.0|4.0|Applied Soft Computing|Some induced geometric aggregation operators with intuitionistic fuzzy information and their application to group decision making
