----  Field Name Semi-supervised learning: 
----  Field Level 2.0: 
----  Field Papers Number 1748:
----  All time max citation paper: Semi-Supervised Learning Literature Survey, 2005, (1080.0 citations)
----  Papers with max citations after 5 year 
 Year|Citations|Median Citations|Venue Name|Title
1989|0|0.0|Machine Learning|Semi-Supervised Learning
1998|0|0.0||A hybrid framework of short-duration simulation and ANN-based transient stability assessment for contingency screening
2000|64.0|6.0||Learning with Labeled and Unlabeled Data
2001|6.0|2.0|Information Retrieval|Integrating External Knowledge to Supplement Training Data in Semi-Supervised Learning for Text Categorization
2002|55.0|2.0|international conference on machine learning|Active + Semi-supervised Learning = Robust Multi-View Learning
2003|255.0|11.0|international conference on machine learning|Semi-supervised learning using Gaussian fields and harmonic functions
2004|376.0|9.0|neural information processing systems|Learning with Local and Global Consistency
2005|489.0|6.0||Semi-Supervised Learning Literature Survey
2006|304.0|5.0|Journal of Machine Learning Research|Manifold Regularization: A Geometric Framework for Learning from Labeled and Unlabeled Examples
2007|92.0|3.0|Nature Methods|Semi-supervised learning for peptide identification from shotgun proteomics datasets
2008|130.0|3.0|international conference on machine learning|A unified architecture for natural language processing: deep neural networks with multitask learning
2009|199.0|2.0|Synthesis Lectures on Artificial Intelligence and Machine Learning|Introduction to Semi-Supervised Learning
2010|300.0|3.0|national conference on artificial intelligence|Toward an Architecture for Never-Ending Language Learning
