----  Field Name Differential calculus: 
----  Field Level 2.0: 
----  Field Papers Number 18877:
----  All time max citation paper: Bootstrap Methods: Another Look at the Jackknife, 1979, (5087.0 citations)
----  Papers with max citations after 5 year 
 Year|Citations|Median Citations|Venue Name|Title
1953|0|0.0|Transactions of the American Mathematical Society|Development of an extended exterior differential calculus
1954|0|0.0|Journal of the American Oil Chemists' Society|Analytical methods and composition of fatty materials
1957|16.0|8.5|Journal of Chemical Physics|SUBSTITUTED BENZENE SPECTRA,
1958|8.0|4.5|Journal of Chemical Physics|Additivity Rules for the Estimation of Molecular Properties. Thermodynamic Properties
1959|4.0|3.5|Nuclear Physics|ON THE EXISTENCE OF SOLUTIONS OF THE BRUECKNER EQUATIONS FOR A MANY-FERMION SYSTEM
1960|2.0|2.0|Journal of Chemical Physics|DIFFUSION-KINETICS IN RADIATION CHEMISTRY. I. GENERALIZED FORMULATION AND CRITICISM OF DIFFUSION MODEL
1961|12.0|2.5|Journal of Chemical Physics|SpinSpin Interactions in Nuclear Magnetic Resonance. Contact Contribution
1962|8.0|0.0|Physics of Fluids|Collision Integrals for the Transport Properties of Dissociating Air at High Temperatures
1963|4.0|4.0|Journal of Chemical Physics|Extended Hole Theory of Liquids. II. Approximate Calculation of the Partition Function
1964|17.0|2.5|Journal of Chemical Physics|AUTOMATIC CALCULATION OF THE TRANSPORT COLLISION INTEGRALS WITH TABLES FOR THE MORSE POTENTIAL,
1965|8.0|2.0|The Review of Economics and Statistics|The valuation of risk assets and the selection of risky investments in stock portfolios and capital budgets
1966|1.0|1.0|Proceedings of the IEEE|Real-time digital simulation for systems control
1967|0|0.0||Determination of tungsten resonance absorption integrals by activation
1968|8.0|2.0|Journal of Mathematical Analysis and Applications|On Volterra integral equations with nonnegative integrable resolvents.
1969|1.0|0.5|Polymer Journal|Resolution Enhancement of High Resolution NMR Spectra of Polymers with the Aid of a Computer
1970|6.0|1.0|International Journal of Heat and Mass Transfer|ENTRANCE REGION AND VARIABLE HEAT FLUX EFFECTS IN TURBULENT HEAT TRANSFER TO LIQUID METALS FLOWING IN CONCENTRIC ANNULI.
1971|24.0|4.5|Communications of The ACM|Symbolic integration: the stormy decade
1972|5.0|1.0|Mathematics of Computation|One-step piecewise polynomial Galerkin methods for initial value problems
1973|19.0|1.5|IEEE Transactions on Computers|Waveform Segmentation Through Functional Approximation
1974|7.0|1.0||A conjugate gradient approach to nonlinear elliptic boundary value problems in irregular regions
1975|39.0|1.0|Journal of Neurochemistry|THE ISOLATION AND CHARACTERIZATION OF A PLASMA MEMBRANE AND A MYELIN FRACTION DERIVED FROM OLIGODENDROGLIA OF CALF BRAIN1
1976|38.0|2.0|Journal of Molecular Biology|A simplified representation of protein conformations for rapid simulation of protein folding.
1977|9.0|1.0|Geophysical Journal International|A three-dimensional viscoelastic model of a strike slip fault
1978|42.0|2.5|Journal of Chemical Physics|Optimization of orbitals for multiconfigurational reference states
1979|64.0|1.5|Annals of Statistics|Bootstrap Methods: Another Look at the Jackknife
1980|14.0|2.0|ACM Transactions on Database Systems|Calculating constraints on relational expression
1981|37.0|1.0|Computers & Structures|A FAST INCREMENTAL/ITERATIVE SOLUTION PROCEDURE THAT HANDLES SNAP-THROUGH
1982|29.0|2.0|Mathematical Programming|Iterative methods for variational and complementarity problems
1983|35.0|1.5|Mathematical Programming|An iterative scheme for variational inequalities
1984|62.0|2.0|Journal of Chemical Physics|Study of an F center in molten KCl
1985|19.0|2.0|Journal of Chemical Physics|Quantum Monte Carlo study of the thermodynamic properties of argon clusters: The homogeneous nucleation of argon in argon vapor and magic number distributions in argon vapor
1986|364.0|3.0||Learning internal representations by error propagation
1987|35.0|2.0|IEEE Transactions on Acoustics, Speech, and Signal Processing|Morphological filters--Part II: Their relations to median, order-statistic, and stack filters
1988|53.0|3.0|The New England Journal of Medicine|Reduced rate of energy expenditure as a risk factor for body-weight gain
1989|32.0|2.0|Journal of Chemical Physics|Energetic and thermodynamic size effects in molecular clusters
1990|59.0|2.0|Journal of Chemical Physics|Melting and freezing of small argon clusters
1991|89.0|2.5|international joint conference on artificial intelligence|Where the really hard problems are
1992|122.0|3.0|IEEE Transactions on Pattern Analysis and Machine Intelligence|Characterization of signals from multiscale edges
1993|147.0|2.0|IEEE Transactions on Information Theory|Universal approximation bounds for superpositions of a sigmoidal function
1994|133.0|3.0|Journal of Animal Ecology|Directions in conservation biology
