----  Field Name Information theory
----  Field Level 2.0
----  Field Papers Number 188423
----  All time max citation paper MEGA5: molecular evolutionary genetics analysis using maximum likelihood, evolutionary distance, and maximum parsimony methods., 2011, (17325.0 citations)
----  Papers with max citations after 5 year 
 Year|Citations|Median Citations|Venue Name|Title
1927|0|0.0|Journal of The Franklin Institute-engineering and Applied Mathematics|Mathematical methods of frequency analysis of size of particles: Part I. Methods
1932|1.0|1.0|Electrical Engineering|The Time Factor in Telephone Transmission
1937|0|0.0|Genetica|Studies in human inheritance XVII the gene-frequency analysis of double recessive inheritance involving one autosomal and one sex-linked gene substitution
1950|0|0.0|Arkiv fr Matematik|Stochastic processes and statistical inference
1952|0|0.0|Psychiatry and Clinical Neurosciences|ON THE FREQUENCY ANALYSIS OF THE BRAINWAVE AND ITS STATISTICAL INTERPRETATION
1953|4.0|2.5||The hydraulic geometry of stream channels and some physiographic implications
1954|2.0|2.0|Psychological Review|Some informational aspects of visual perception
1955|3.0|0.0|Electroencephalography and Clinical Neurophysiology|The use of frequency analysis in the interpretation of the EEGS of patients with psychological disorders
1956|6.0|1.0|Microbiology|The Classification and Nomenclature of Organisms of the Pleuropneumonia Group.
1957|1.0|1.0||Frequency diversity in the reception of selectively fading binary frequency-modulated signals
1958|7.0|1.0|Psychometrika|STATISTICAL INFERENCES ABOUT TRUE SCORES*
1959|8.0|3.5|Nature|Isomers of Vitamin a in Fish Liver Oils
1960|0|0.0||Public Health Significance of Paralytic Shellfish Poison.
1961|15.0|1.0|Journal of Geophysical Research|A theory of radar reflection from the Moon and planets
1962|6.0|1.0|Nuclear Physics|The nuclear photoeffect in holmium and erbium
1963|12.0|0.0|Journal of Geophysical Research|Largescale irregularities in the ionosphere
1964|7.0|1.0|Science|"Science Citation Index"A New Dimension in Indexing
1965|17.0|1.0|Psychometrika|Alpha factor analysis
1966|7.0|0.0|IEEE Transactions on Information Theory|Self-synchronizing codes derived from binary cyclic codes
1967|12.0|1.0|Information & Computation|Lower bounds to error probability for coding on discrete memoryless channels. II.
1968|38.0|2.0|Proceedings of the IEEE|State of the art in pattern recognition
1969|53.0|2.0|ACM Computing Surveys|Picture Processing by Computer
1970|59.0|2.0|Organizational Behavior and Human Performance|Comparison of Bayesian and regression approaches to the study of information processing in judgment
1971|19.0|2.0|Journal of Geophysical Research|Some studies of triggered whistler emissions
