----  Field Name Stress management: 
----  Field Level 2.0: 
----  Field Papers Number 2876:
----  All time max citation paper: Economic Stress, Coercive Family Process, and Developmental Problems of Adolescents, 1994, (602.0 citations)
----  Papers with max citations after 5 year 
 Year|Citations|Median Citations|Venue Name|Title
1971|10.0|10.0|Developmental Psychobiology|Prenatal psychological stress and offspring behavior in rats and mice
1975|2.0|2.0|Social Behavior and Personality|Self-reported fears and electrodermal responsiveness of high and low trait anxious subjects to fear of failure and other stressors
1978|12.0|12.0|Journal of Behavioral Medicine|Anxiety Management Training for pattern A behavior
1980|2.0|1.5|Applied Psychophysiology and Biofeedback|An educational format for teaching stress management to groups with a wide range of stress symptoms
1981|6.0|4.0|Psychophysiology|The Covariation of Blood Pressure and Pulse Transit Time in Hypertensive Patients
1982|8.0|3.0|Journal of Applied Psychology|Managing organizational stress: A field experiment.
1983|11.0|3.0|Journal of Behavioral Medicine|Stress management training and relaxation imagery in the treatment of essential hypertension
1984|6.0|3.0|Journal of Instructional Development|Instructional Development: A Consideration of the Interpersonal Variables.
1985|7.0|3.0|Social Science & Medicine|Stressful episodes reported by first-year student nurses: A descriptive account
1986|12.0|2.0|The Counseling Psychologist|Stress Coping A Qualitative and Quantitative Synthesis with Implications for Treatment
1987|24.0|2.0|Child Development|Coping with Background Anger in Early Childhood.
1988|20.0|1.0|The Counseling Psychologist|Stress Inoculation Training
1989|14.0|2.5|Child Development|Developmental Changes in Children's Awareness of Strategies for Coping with Uncontrollable Stress.
1990|8.0|2.0|Social Science & Medicine|Psychosocial influences on new born outcomes: A controlled prospective study
1991|22.0|2.0|Journal of Social Issues|Perceptions of Control in Vulnerable Populations
1992|13.0|2.5|Journal of Neurochemistry|Effects of Handling or Immobilization on Plasma Levels of 3,4Dihydroxyphenylalanine, Catecholamines, and Metabolites in Rats
1993|10.0|2.0|Journal of American College Health|Adolescent risk behaviors and the potential for violence: a look at what's coming to campus.
1994|43.0|2.0|Child Development|Economic Stress, Coercive Family Process, and Developmental Problems of Adolescents
1995|30.0|2.0|Arthritis & Rheumatism|Effects of stress management on clinical outcomes in rheumatoid arthritis
1996|34.0|3.0|BMJ|Psychological rehabilitation after myocardial infarction: multicentre randomised controlled trial.
1997|59.0|3.0|Fems Microbiology Letters|Acid stress responses in enterobacteria
1998|67.0|4.0|JAMA|Intensive lifestyle changes for reversal of coronary heart disease.
1999|26.0|2.0|Psycho-oncology|The impact of a brief coping skills intervention on adherence to breast selfexamination among firstdegree relatives of newly diagnosed breast cancer patients
2000|36.0|5.0|Journal of Consulting and Clinical Psychology|Cognitive-behavioral stress management intervention effects on anxiety, 24-hr urinary norepinephrine output, and T-cytotoxic/suppressor cells over time among symptomatic HIV-infected gay men
2001|113.0|5.0|Trends in Cell Biology|Stress management - heat shock protein-70 and the regulation of apoptosis.
2002|45.0|7.5|Diabetes Care|Stress Management Improves Long-Term Glycemic Control in Type 2 Diabetes
2003|91.0|8.0|Journal of Advanced Nursing|Workplace stress in nursing: a literature review
2004|226.0|7.0|Nature|G1 cell-cycle control and cancer
2005|98.0|7.0|Occupational and Environmental Medicine|The relationship between job satisfaction and health: a meta-analysis
2006|109.0|6.0|Coordination Chemistry Reviews|Anion recognition using dimetallic coordination complexes
2007|126.0|6.0|Drug Discovery Today|Targeting mammalian target of rapamycin (mTOR) for health and diseases
2008|147.0|8.0|Psychological Bulletin|Distress in Couples Coping with Cancer: A Meta-Analysis and Critical Review of Role and Gender Effects.
2009|186.0|7.0|Journal of Alternative and Complementary Medicine|Mindfulness-based stress reduction for stress management in healthy people: a review and meta-analysis.
2010|101.0|6.0|Coordination Chemistry Reviews|Biomedical applications of macrocyclic ligand complexes
