----  Field Name Language model: 
----  Field Level 2.0: 
----  Field Papers Number 3051:
----  All time max citation paper: Gradient-based learning applied to document recognition, 1998, (1668.0 citations)
----  Papers with max citations after 5 year 
 Year|Citations|Median Citations|Venue Name|Title
1972|6.0|6.0|Journal of the ACM|Subrecursive Programming Languages, Part I: efficiency and program structure
1973|0|0.0||On-line index term predictions using bigram-term associations
1975|1.0|1.0|Computer Languages|A structured approach to language design
1977|3.0|3.0|Advances in Computers|Automatic Generation of Computer Programs
1981|1.0|1.0|ACM Transactions on Programming Languages and Systems|Process Communication Based on Input Specifications
1983|0|0.0|Sigplan Notices|An analysis of language models for high-performance communication in local-area networks
1984|3.0|3.0|IEEE Transactions on Software Engineering|Use of Very High Level Languages and Program Generation by Management Professionals
1985|4.0|3.0|International Journal of Human-computer Studies \/ International Journal of Man-machine Studies|Language models and search algorithms for real-time speech recognition
1986|14.0|14.0|symposium on principles of programming languages|Distributed data structures in Linda
1987|1.0|0.5|conference of the european chapter of the association for computational linguistics|Pattern recognition applied to the acquisition of a grammatical classification system from unrestricted English text
1988|15.0|3.0|ACM Transactions on Programming Languages and Systems|Abstract interaction tools: a language for user interface management systems
1989|38.0|2.0|IEEE Transactions on Acoustics, Speech, and Signal Processing|Speaker-independent phone recognition using hidden Markov models
1990|26.0|2.0|IEEE Transactions on Pattern Analysis and Machine Intelligence|A cache-based natural language model for speech recognition
1991|14.0|2.0|Computational Linguistics|Computation of the probability of initial substring generation by stochastic context-free grammars
1992|33.0|5.5|Computational Linguistics|TINA: a natural language system for spoken language applications
1993|53.0|7.0|symposium on principles of programming languages|Automatic array alignment in data-parallel programs
1994|30.0|3.0|international conference on acoustics, speech, and signal processing|Large vocabulary continuous speech recognition using HTK
1995|31.0|6.0|Clinical Orthopaedics and Related Research|Prepositional Phrase Attachment through a Backed-Off Model
1996|29.0|6.0|Computer Speech & Language|A Maximum Entropy Approach to Adaptive Statistical Language Modeling
1997|47.0|5.0|Speech Communication|How may I help you?
1998|134.0|3.0|international acm sigir conference on research and development in information retrieval|A language modeling approach to information retrieval
1999|78.0|4.0|Machine Learning|Statistical Models for Text Segmentation
2000|50.0|4.0|Computer Speech & Language|Structured language modeling
2001|211.0|4.0|international acm sigir conference on research and development in information retrieval|A study of smoothing methods for language models applied to Ad Hoc information retrieval
2002|114.0|8.0|Speech Communication|The LIMSI Broadcast News transcription system
2003|72.0|5.0|international acm sigir conference on research and development in information retrieval|Combining document representations for known-item search
2004|195.0|4.0|ACM Transactions on Information Systems|A study of smoothing methods for language models applied to information retrieval
2005|80.0|5.0|Journal of Web Semantics|OWL rules: A proposal and prototype implementation
2006|289.0|4.0|Journal of Machine Learning Research|Large Scale Multiple Kernel Learning
2007|435.0|4.0|meeting of the association for computational linguistics|Moses: open source toolkit for statistical machine translation
2008|165.0|3.0|Journal of Statistical Software|Text Mining Infrastructure in R
2009|95.0|3.0|IEEE Transactions on Pattern Analysis and Machine Intelligence|A Novel Connectionist System for Unconstrained Handwriting Recognition
2010|138.0|3.0|conference of the international speech communication association|Recurrent neural network based language model
