----  Field Name Image processing: 
----  Field Level 2.0: 
----  Field Papers Number 49584:
----  All time max citation paper: Distinctive Image Features from Scale-Invariant Keypoints, 2004, (9721.0 citations)
----  Papers with max citations after 5 year 
 Year|Citations|Median Citations|Venue Name|Title
1944|0|0.0|Journal of The Franklin Institute-engineering and Applied Mathematics|On the geometry of color space
1949|2.0|2.0|Eos, Transactions American Geophysical Union|Significance of radioactivity in geophysics  Thermal history of the Earth
1957|1.0|1.0|International Journal of Electronics|Anisotropic Diffusion Lengths in Germanium and Silicon Crystals containing Parallel Arrays of Edge Dislocations
1958|3.0|3.0|Pflgers Archiv: European Journal of Physiology|Der photopische Dominator im Flimmer-ERG der Katze
1959|0|0.0|Journal of Geophysical Research|The natural occurrence of turbulence
1960|16.0|4.0|Journal of Chemical Physics|Interaction of Hydrogen with Tungsten
1962|17.0|3.0|Journal of Applied Physics|Work Function Variation of Metals Coated by Metallic Films
1963|10.0|1.0|Journal of Geophysical Research|FISSION PRODUCTS IN ANTARCTIC SNOW, A REFERENCE LEVEL FOR MEASURING ACCUMULATION
1964|25.0|5.0|Journal of Geophysical Research|Ionospheric transmission of transversely propagated plane waves at micropulsation frequencies and theoretical power spectrums
1965|67.0|7.0|Journal of Geophysical Research|Electron and molecular nitrogen temperature and density in the thermosphere.
1966|10.0|3.5|Pflgers Archiv: European Journal of Physiology|Entladungsmuster pinealer Neurone der Regenbogenforelle (Salmo irideus) bei Belichtung des Zwischenhirns
1967|12.0|4.0|Vision Research|Behavioral measures and theoretical analysis of spectral sensitivity and spectral saturation in the goldfish, Carassius auratus
1968|37.0|2.0|Reviews of Geophysics|A model for the evolution of strontium and lead isotopes in a dynamic Earth
1969|53.0|6.5|ACM Computing Surveys|Picture Processing by Computer
1970|35.0|3.0|Journal of Geophysical Research|DIURNAL MODEL OF THE E REGION.
1971|16.0|2.0|Planetary and Space Science|Plasma-sheet structure and the onset of magnetospheric substorms
1972|21.0|3.0|The Journal of General Physiology|Spectral and polarization sensitivity of the Dipteran visual system
1973|20.0|3.5|Geochimica et Cosmochimica Acta|Computer simulation of Pb and Sr isotope evolution of the Earth's crust and upper mantle.
1974|15.0|3.0|Graphical Models \/graphical Models and Image Processing \/computer Vision, Graphics, and Image Processing|Experiments on Picture Representation Using Regular Decomposition.
1975|25.0|4.0|Journal of Comparative Physiology A-neuroethology Sensory Neural and Behavioral Physiology|Spectral Selectivity of Visual Response Alterations Mediated by Interconversions of Native and Intermediate Photopigments in Drosophila
