----  Field Name Archaeoastronomy: 
----  Field Level 2.0: 
----  Field Papers Number 1069:
----  All time max citation paper: Weak Prezygotic Isolating Mechanisms in Threatened Caribbean Acropora Corals, 2012, (1955.0 citations)
----  Papers with max citations after 5 year 
 Year|Citations|Median Citations|Venue Name|Title
1932|0|0.0|Annals of Applied Biology|EXPERIMENTS IN ENGLAND, WALES AND AUSTRALIA ON THE EFFECT OF LENGTH OF DAY ON VARIOUS CULTIVATED VARIETIES OF WHEAT
1952|1.0|1.0|Euphytica|Some observations on the influence of the length of day on the leaf growth of red garden beets
1964|3.0|3.0|Planetary and Space Science|On the height of auroral absorption ii.
1967|7.0|6.5|Journal of Geophysical Research|Ionospheric electron content and irregularities deduced from BEC satellite transmissions
1968|13.0|5.0|Planetary and Space Science|A rocket measurement of ozone near sunrise
1970|22.0|11.0|Journal of Geophysical Research|Photoelectron flux and protonospheric heating during the conjugate point sunrise
1973|2.0|2.0|Earth Moon and Planets|Surveyor observations of lunar horizon-glow.
1974|10.0|4.0|Planetary and Space Science|Temporal variations in the dawn and dusk midlatitude trough and plasmapause position
1975|28.0|17.0|Radio Science|Some early results from the ATS6 Radio Beacon Experiment
1976|1.0|1.0|Journal of Geophysical Research|Oso 7 measurements of atomic oxygen and molecular nitrogen densities in the earth's upper atmosphere
1977|16.0|16.0|Philosophical Transactions of the Royal Society A|Tidal Dissipation in the Oceans: Astronomical, Geophysical and Oceanographic Consequences
1978|11.0|5.5|Journal of Geophysical Research|Diurnal and seasonal effects in E region lowlatitude nitric oxide
1979|12.0|12.0|Journal of Geophysical Research|The response of stratospheric constituents to a solar eclipse, sunrise, and sunset
1980|13.0|13.0|Planetary and Space Science|A computer simulation of the midlatitude plasmasphere and ionosphere
1981|15.0|8.0|Journal of Geophysical Research|Tidal variations of Earth rotation
1983|23.0|8.5|Journal of Geophysical Research|Variations in atmospheric angular momentum on global and regional scales and the length of day
1984|8.0|3.0|Planetary and Space Science|Equatorial ozone profiles from the Solar Maximum Mission - A comparison with theory
1985|21.0|2.0|Journal of Geophysical Research|A spectral analysis of the Earth's angular momentum budget
1986|15.0|0.5|Journal of Geophysical Research|Observations of the diurnal variation of nitrogen dioxide in the stratosphere
1987|11.0|4.0|Geophysical Journal International|Changes in the Earth's rotation and lowdegree gravitational field induced by earthquakes
1988|9.0|2.5|Journal of Geophysical Research|Large intraseasonal variations in wind stress over the tropical Pacific
1989|3.0|0.5|International Journal of Climatology|Recent decadal climate variations in the tropical Pacific
1990|18.0|2.5|Journal of Geophysical Research|Discrepancies in the Earth-atmosphere angular momentum budget
1991|45.0|3.0|Reviews of Geophysics|Fluid flow near the surface of Earth's outer core
1992|20.0|11.5|Canadian Journal of Anaesthesia-journal Canadien D Anesthesie|Naproxen premedication reduces postoperative tubal ligation pain
1993|20.0|2.0|Geophysical Journal International|Dynamic OceanTide Effects On Earth's Rotation
1994|15.0|4.0|Oecologia|Large scale forest fragmentation increases the duration of tent caterpillar outbreak
1995|19.0|2.0|Journal of Pineal Research|Minireview The influence of season, photoperiod, and pineal melatonin on immune function
1996|36.0|3.0|Geophysical Research Letters|The Atmospheric Trace Molecule Spectroscopy (ATMOS) Experiment: Deployment on the ATLAS space shuttle missions
1997|39.0|3.0|Journal of Geophysical Research|Radial profile of mantle viscosity: Results from the joint inversion of convection and postglacial rebound observables
1998|12.0|4.0|Sedimentary Geology|Precambrian tidal and glacial clastic deposits: implications for Precambrian EarthMoon dynamics and palaeoclimate
1999|27.0|3.0|Ophthalmology|Burden of moderate visual impairment in an urban population in southern India.
2000|80.0|6.5|The Plant Cell|Mutagenesis of plants overexpressing CONSTANS demonstrates novel interactions among Arabidopsis flowering-time genes.
2001|103.0|4.0|IEEE Transactions on Image Processing|Image classification for content-based indexing
2002|89.0|5.5|Nature|The ELF4 gene controls circadian rhythms and flowering time in Arabidopsis thaliana
2003|35.0|4.5|AIDS|Breastmilk RNA Viral Load in HIV-Infected South African Women: Effects of Subclinical Mastitis and Infant Feeding
2004|48.0|4.0|Plant Journal|Adjustment of diurnal starch turnover to short days: depletion of sugar during the night leads to a temporary inhibition of carbohydrate utilization, accumulation of sugars and post-translational activation of ADP-glucose pyrophosphorylase in the following light period.
2005|42.0|5.0|Soil & Tillage Research|Soil organic carbon sequestration and agricultural greenhouse gas emissions in the southeastern USA
2006|187.0|7.0|Geophysical Research Letters|Secondary organic aerosol formation from anthropogenic air pollution : Rapid and higher than expected
2007|291.0|10.0|Journal of Geophysical Research|ITRF2005: A new release of the International Terrestrial Reference Frame based on time series of station positions and Earth Orientation Parameters
2008|137.0|5.5|Molecular Ecology|Genetic response to rapid climate change: it's seasonal timing that matters
2009|125.0|5.0|Nature|Southern Ocean deep-water carbon export enhanced by natural iron fertilization
2010|170.0|4.0|Applied Developmental Science|Features of Pre-Kindergarten Programs, Classrooms, and Teachers: Do They Predict Observed Classroom Quality and Child-Teacher Interactions?.
