----  Field Name Image analysis: 
----  Field Level 2.0: 
----  Field Papers Number 22878:
----  All time max citation paper: A theory for multiresolution signal decomposition: the wavelet representation, 1989, (6734.0 citations)
----  Papers with max citations after 5 year 
 Year|Citations|Median Citations|Venue Name|Title
1967|15.0|9.0|IEEE Spectrum|Interaction between light and sound
1968|2.0|2.0|Proceedings of the IEEE|Digital computer calculation of the electric potential and field of a rod gap
1969|24.0|24.0|Proceedings of the IEEE|Feature extraction: A survey
1970|1.0|1.0|IEEE Transactions on Information Theory|Image detection through bipolar correlation
1971|2.0|2.0|Experimental Cell Research|Automated image analysis in autoradiography
1972|18.0|9.5|IEEE Spectrum|Image processing by digital computer
1973|8.0|1.0|Graphical Models \/graphical Models and Image Processing \/computer Vision, Graphics, and Image Processing|Image analysis and graphs
1974|2.0|2.0|Archives of Microbiology|Citrate Lyase from Rhodopseudomonas gelatinosa: Purification, Electron Microscopy and Subunit Structure
1975|13.0|2.5|Proceedings of the IEEE|Two-dimensional digital filtering
1976|6.0|1.0|IEEE Transactions on Information Theory|Methods for measuring small displacements of television images
1977|7.0|4.5|IEEE Journal of Quantum Electronics|Interaction of two laser fields with a three-level molecular system
1978|14.0|1.0|Communications of The ACM|Using synthetic images to register real images with surface models
1979|23.0|3.0|Proceedings of the IEEE|Basics of cellular logic with some applications in medical image processing
1980|7.0|0.5|Carlsberg Research Communications|Quantitative determination of endosperm modification and its relationship to the content of 1,31,4--glucans during malting of barley
1981|16.0|3.0|IEEE Computer|Lower-Level Estimation and Interpretation of Visual Motion
1982|18.0|2.0|American Journal of Cardiology|An accurate means of detecting and characterizing abnormal patterns of ventricular activation by phase image analysis.
1983|39.0|2.0|IEEE Transactions on Communications|The Laplacian Pyramid as a Compact Image Code
1984|39.0|2.5|Applied Physics Letters|Molecular beam epitaxy of diluted magnetic semiconductor (Cd1xMnxTe) superlattices
1985|30.0|2.0|Advances in Space Research|Images of the Earth's Aurora and Geocorona from the Dynamics Explorer Mission
1986|37.0|2.0|Acta Physiologica Scandinavica|Quantitative autoradiography of central neurotransmitter receptors: methodological and statistical aspects with special reference to computerassisted image analysis
1987|39.0|3.0|IEEE Transactions on Acoustics, Speech, and Signal Processing|Morphological filters--Part I: Their set-theoretic analysis and relations to linear shift-invariant filters
1988|65.0|3.0|IEEE Transactions on Acoustics, Speech, and Signal Processing|Complete discrete 2-D Gabor transforms by neural networks for image analysis and compression
1989|305.0|3.0|IEEE Transactions on Pattern Analysis and Machine Intelligence|A theory for multiresolution signal decomposition: the wavelet representation
1990|88.0|3.0|IEEE Transactions on Pattern Analysis and Machine Intelligence|Multichannel texture analysis using localized spatial filters
1991|101.0|2.0|IEEE Transactions on Pattern Analysis and Machine Intelligence|The design and use of steerable filters
1992|80.0|3.0|IEEE Transactions on Information Theory|Image compression through wavelet transform coding
1993|116.0|3.0|Human Genetics|Detection of complete and partial chromosome gains and losses by comparative genomic in situ hybridization
1994|97.0|3.0|Applied Physics Letters|Tapping mode atomic force microscopy in liquids
1995|207.0|3.0|Proceedings of the IEEE|Human and machine recognition of faces: a survey
1996|188.0|3.0|Medical Image Analysis|Deformable models in medical image analysis: a survey
1997|98.0|3.0|IEEE Transactions on Pattern Analysis and Machine Intelligence|Coding, analysis, interpretation, and recognition of facial expressions
1998|243.0|4.0|Remote Sensing of Environment|AERONETA Federated Instrument Network and Data Archive for Aerosol Characterization
1999|126.0|4.0|Nature|Myosin VI is an actin-based motor that moves backwards.
2000|121.0|4.0|Journal of the American College of Cardiology|Ventricular contraction abnormalities in dilated cardiomyopathy: effect of biventricular pacing to correct interventricular dyssynchrony
2001|131.0|4.0|NeuroImage|Probabilistic Mapping and Volume Measurement of Human Primary Auditory Cortex
2002|724.0|5.0|IEEE Transactions on Pattern Analysis and Machine Intelligence|Mean shift: a robust approach toward feature space analysis
2003|1090.0|5.0|ACM Computing Surveys|Face recognition: A literature survey
2004|239.0|5.0|Isprs Journal of Photogrammetry and Remote Sensing|MULTI-RESOLUTION OBJECT-ORIENTED FUZZY ANALYSIS OF REMOTE SENSING DATA FOR GIS-READY INFORMATION
2005|503.0|5.0|IEEE Transactions on Pattern Analysis and Machine Intelligence|Face recognition using Laplacianfaces
2006|302.0|5.0|Genome Biology|CellProfiler: image analysis software for identifying and quantifying cell phenotypes
2007|261.0|5.0|computer vision and pattern recognition|Saliency Detection: A Spectral Residual Approach
2008|195.0|4.0|Biomaterials|Iron oxide nanoparticles as a drug delivery vehicle for MRI monitored magnetic targeting of brain tumors.
2009|869.0|5.0|PLOS ONE|Noninvasive cardiac flow assessment using high speed magnetic resonance fluid motion tracking.
2010|686.0|6.0|Isprs Journal of Photogrammetry and Remote Sensing|Object based image analysis for remote sensing
