----  Field Name Cosmology: 
----  Field Level 2.0: 
----  Field Papers Number 4272:
----  All time max citation paper: Processable aqueous dispersions of graphene nanosheets, 2008, (2963.0 citations)
----  Papers with max citations after 5 year 
 Year|Citations|Median Citations|Venue Name|Title
1962|16.0|16.0|Icarus|JUPITER- CHEMICAL COMPOSITION, STRUCTURE, AND ORIGIN OF A GIANT PLANET
1963|9.0|9.0|Annals of the New York Academy of Sciences|STUDIES IN EXPERIMENTAL ORGANIC COSMOCHEMISTRY
1965|18.0|18.0|Journal of Geophysical Research|Cosmogenic and radiogenic helium, neon, and argon in amphoteric chondrites
1966|9.0|9.0|Journal of Geophysical Research|Critique of paper by N. L. Carter and G. C. Kennedy, Origin of diamonds in the Canyon Diablo and Novo Urei meteorites
1967|45.0|1.0|Icarus|On the origin of hypersthene chondrites - Ages and shock effects of black chondrites.
1968|0|0.0|Earth and Planetary Science Letters|Former location of the Admire and Springwater pallasites.
1969|18.0|1.0|Earth and Planetary Science Letters|Inhomogeneous accumulation of the earth from the primitive solar nebula
1970|1.0|0.5|Eos, Transactions American Geophysical Union|Apollo 11: Implications for the early history of the solar system
1971|1.0|1.0|Nature|WAS THERE REALLY A BIG BANG.
1972|4.0|4.0|Geochimica et Cosmochimica Acta|Thermodynamic models in cosmochemical systems
1973|22.0|4.0|Icarus|Estimates of the size of the particles in the rings of saturn and their cosmogonic implications
1974|11.0|4.0|Geochimica et Cosmochimica Acta|Surface properties of the Orgueil meteorite: implications for the early history of solar system volatiles
1975|26.0|3.0|Science|Asteroid collisional evolution - Evidence for a much larger early population
1976|28.0|3.5|Geochimica et Cosmochimica Acta|On the calculation of cosmic-ray exposure ages of stone meteorites
1977|5.0|4.5|Journal of Geophysical Research|Model zeroage lunar thermal profiles resulting from electrical induction
1978|10.0|3.0|Geophysical Research Letters|Evidence for solar wind origin of energetic heavy ions in the earth's radiation belt
1979|13.0|5.0|Reviews of Geophysics|New isotopic clues to solar system formation
1980|9.0|3.5|Geochimica et Cosmochimica Acta|Primordial refractory metal particles in the Allende meteorite
1981|6.0|0.0|Icarus|Organic solids produced by electrical discharge in reducing atmospheres: Tholin molecular analysis
1982|0|0.0|Annals of Physics|Induced gravity and cosmology
1983|10.0|1.0|Journal of Research in Science Teaching|Predicting science achievement: The role of developmental level, disembedding ability, mental capacity, prior knowledge, and beliefs
1984|7.0|1.0|Icarus|Consistency tests of cosmogonic theories from models of Uranus and Neptune
1985|3.0|1.5|Journal of Mathematical Physics|Separability of the Dirac equation in a class of perfect fluid space-times with local rotational symmetry
1986|8.0|0.0|Earth and Planetary Science Letters|Shock-induced volatile loss from a carbonaceous chondrite: implications for planetary accretion
1987|19.0|2.0|international conference on software engineering|Knowledge-based software design using design schemas
1988|25.0|3.0|Icarus|Where do the Apollo objects come from?
1989|25.0|2.0|Physics Letters B|Prescription for successful extended inflation
1990|5.0|1.5|Nuclear Physics|Is it possible to create a universe in the laboratory by quantum tunneling?
1991|10.0|0.0|international conference on software engineering|ASPECT: an economical bug-detector
1992|11.0|1.0|Journal of Research in Science Teaching|Learning about evolution and rejecting a belief in special creation: Effects of reflective reasoning skill, prior knowledge, prior belief and religious commitment
1993|8.0|1.0|Biological Conservation|A review of butterfly conservation in central southern Britain: II. Site management and habitat selection of key species
1994|123.0|2.0|conference on information and knowledge management|KQML as an agent communication language
1995|38.0|2.0|Science|Big-bang nucleosynthesis and the baryon density of the universe.
1996|12.0|1.0|Computer-aided Design|Database infrastructure for supporting engineering design histories
1997|31.0|3.0|IEEE Transactions on Pattern Analysis and Machine Intelligence|COSMOS-A representation scheme for 3D free-form objects
1998|51.0|1.0|Physics Reports|Particle physics models of inflation and the cosmological density perturbation
1999|27.0|4.0|Journal of Applied Ecology|Foraging behaviour of sheep and red deer within natural heather/grass mosaics.
2000|57.0|4.0|Journal of Catalysis|Structure, Energetics, and Electronic Properties of the Surface of a Promoted MoS 2 Catalyst: An ab Initio Local Density Functional Study
2001|88.0|1.0|Monthly Notices of the Royal Astronomical Society|The mass function of dark matter haloes
2002|89.0|3.0|Journal of High Energy Physics|Holography and the electroweak phase transition
2003|63.0|2.0|Monthly Notices of the Royal Astronomical Society|The inner structure of CDM haloes - I. A numerical convergence study
2004|75.0|1.0|Nature Materials|Combinatorial solid-state chemistry of inorganic materials
2005|181.0|2.0|Monthly Notices of the Royal Astronomical Society|The cosmological simulation code gadget2
2006|357.0|8.0|Nature Nanotechnology|Sorting carbon nanotubes by electronic structure using density differentiation.
2007|486.0|10.0|Nature Nanotechnology|Carbon-based electronics
2008|1906.0|12.0|Nature Nanotechnology|Processable aqueous dispersions of graphene nanosheets
2009|1995.0|11.0|Nature Nanotechnology|Chemical methods for the production of graphenes
2010|478.0|7.0|Nature Nanotechnology|Atomic structure of conducting nanofilaments in TiO2 resistive switching memory
