----  Field Name Astrometry: 
----  Field Level 2.0: 
----  Field Papers Number 3689:
----  All time max citation paper: TYPE I INTERFERONS (/) IN IMMUNITY AND AUTOIMMUNITY, 2004, (492.0 citations)
----  Papers with max citations after 5 year 
 Year|Citations|Median Citations|Venue Name|Title
1960|0|0.0|Colloid and Polymer Science|Mechanical aspects of fibre spinning process in molten polymers
1963|3.0|3.0|Icarus|A theoretical lunar ionosphere
1964|0|0.0|Nature|Absorption of Radio Radiation in M 82 and Other Galaxies
1965|22.0|15.5|Journal of Geophysical Research|Inward radial diffusion of electrons of greater than 1.6 million electron volts in the outer radiation zone.
1966|14.0|3.5|Journal of Geophysical Research|Models for the atmosphere of Mars based on the Mariner 4 Occultation Experiment
1968|20.0|10.0|Planetary and Space Science|The atmosphere of Mars analyzed by integral inversion of the Mariner IV occultation data.
1969|9.0|3.0|Radio Science|Atmosphere of Venus as Studied with the Mariner 5 Dual RadioFrequency Occultation Experiment
1970|4.0|1.0|Journal of Atmospheric and Solar-Terrestrial Physics|Simultaneous forward-scatter, riometer, and bremsstrahlung observations of a daytime electron precipitation event in the auroral zone
1971|3.0|2.0|Icarus|The effect of haze on the visibility of Martian surface features
1972|10.0|0.0|Icarus|The shape of Mars from the Mariner 9 occultations
1973|32.0|4.0|Journal of Geophysical Research|Magnetic field signatures of substorms on highlatitude field lines in the nighttime magnetosphere
1974|24.0|4.0|Icarus|Four-color photometry of the Galilean satellites
1975|24.0|6.0|Journal of Fluid Mechanics|Conditionally sampled measurements in a heated turbulent jet
1976|22.0|5.5|Journal of Geophysical Research|MHD solution of interplanetary disturbances generated by simulated velocity perturbations
1977|22.0|2.5|Journal of Atmospheric and Solar-Terrestrial Physics|Preliminary multiheight radar observations of waves and winds in the mesosphere over Jicamarca
1978|42.0|1.0|Icarus|The evolution of the atmosphere of the earth
1979|11.0|1.5|Reviews of Geophysics|The surfaces and interiors of Saturn's satellites
1980|13.0|2.0|Icarus|Photometric properties of outer planetary satellites
1981|13.0|4.0|Icarus|How fast can an asteroid spin
1982|11.0|2.0|Icarus|Calibration of the radiometric asteroid scale using occultation diameters
1983|11.0|3.0|Icarus|The thermal structure and energy balance of the Uranian upper atmosphere
1984|14.0|3.5|Icarus|Voyager photometry of Rhea, Dione, Tethys, Enceladus and Mimas
1985|16.0|4.5|Icarus|Speckle interferometry of asteroids: I. 433 eros
1986|51.0|2.0|Planetary and Space Science|Impulse-excited hydromagnetic cavity and field-line resonances in the magnetosphere
1987|23.0|4.0|Icarus|Photometric properties of lunar terrains derived from Hapke's equation
1988|20.0|3.0|Icarus|Uranian ring orbits from earth-based and Voyager occultation observations
1989|33.0|4.0|Geophysical Research Letters|Influence of heating mode on three-dimensional mantle convection
1990|19.0|4.0|Journal of Geophysical Research|Mantle dynamics in Mars and Venus: Influence of an immobile lithosphere on threedimensional mantle convection
1991|17.0|2.0|Radio Science|VHF radar interferometry measurements of vertical velocity and the effect of tilted refractivity surfaces on standard Doppler measurements
1992|14.0|3.0|Estuarine Coastal and Shelf Science|Sea CarouselA benthic, annular flume
1993|20.0|2.0|Journal of Geophysical Research|A model for the separation of cloud and aerosol in SAGE II occultation data
1994|18.0|2.0|IEEE Transactions on Medical Imaging|Computer-assisted registration, segmentation, and 3D reconstruction from images of neuronal tissue sections
1995|24.0|1.0|Journal of Geophysical Research|A new model for Mars atmospheric dust based upon analysis of ultraviolet through infrared observations from Mariner 9, Viking, and Phobos
1996|36.0|3.0|Geophysical Research Letters|The Atmospheric Trace Molecule Spectroscopy (ATMOS) Experiment: Deployment on the ATLAS space shuttle missions
1997|38.0|2.0|Icarus|The Origin of Comets in the Solar Nebula: A Unified Model
1998|24.0|3.0|Nature|An unusual supernova in the error box of the |[gamma]|-ray burst of 25April 1998
1999|30.0|3.5|American Journal of Obstetrics and Gynecology|Annexin V is critical in the maintenance of murine placental integrity
2000|32.0|4.0|IEEE Transactions on Visualization and Computer Graphics|Strategies for direct volume rendering of diffusion tensor fields
2001|58.0|4.0|Trends in Immunology|An etiopathogenic role for the type I IFN system in SLE
2002|46.0|3.5|Journal of Neuroscience Research|Flow cytometric analysis of neural stem cells in the developing and adult mouse brain
2003|143.0|4.0|Computer Aided Geometric Design|Mean value coordinates
2004|217.0|3.0|Annual Review of Immunology|TYPE I INTERFERONS (/) IN IMMUNITY AND AUTOIMMUNITY
2005|90.0|4.0|international conference on computer graphics and interactive techniques|Mean value coordinates for closed triangular meshes
2006|92.0|4.0|Autoimmunity Reviews|Vitamin D deficiency in systemic lupus erythematosus
2007|108.0|3.0|European Journal of Immunology|Treatment of lupusprone mice with a dual inhibitor of TLR7 and TLR9 leads to reduction of autoantibody production and amelioration of disease symptoms
2008|73.0|3.0|Best Practice & Research: Clinical Rheumatology|Autoimmune diseases induced by TNF-targeted therapies
2009|333.0|4.0|Science|HIN-200 Proteins Regulate Caspase Activation in Response to Foreign Cytoplasmic DNA
2010|130.0|4.0|Monthly Weather Review|Ensemble Kalman Filter Assimilation of Doppler Radar Data with a Compressible Nonhydrostatic Model: OSS Experiments
