----  Field Name Stochastic optimization: 
----  Field Level 2.0: 
----  Field Papers Number 3642:
----  All time max citation paper: Differential Evolution  A Simple and Efficient Heuristic for Global Optimization over Continuous Spaces, 1997, (3512.0 citations)
----  Papers with max citations after 5 year 
 Year|Citations|Median Citations|Venue Name|Title
1966|3.0|3.0||Parameter optimization by random search using hybrid computer techniques
1968|1.0|1.0|Management Science|A Search Decision Rule for the Aggregate Scheduling Problem
1969|10.0|10.0|IEEE Transactions on Microwave Theory and Techniques|Optimization Methods for Computer-Aided Design
1970|3.0|3.0|IEEE Journal of Solid-state Circuits|DEMON-an optimal seeking computer program for the design of microwave circuits
1972|10.0|2.0|Journal of Animal Ecology|Random search and insect population models
1973|1.0|1.0|Management Science|On a Class of Stochastic Optimization Problems with a Specified Growth Pattern
1975|4.0|4.0|Biological Cybernetics|Correlation memory models  a first approximation in a general learning scheme
1976|3.0|3.0|IEEE Transactions on Antennas and Propagation|A comparison of adaptive algorithms based on the methods of steepest descent and random search
1977|2.0|2.0|IEEE Transactions on Reliability|Optimization Techniques for System Reliability with RedundancyA Review
1978|4.0|2.0|IEEE Transactions on Information Theory|The uniform convergence of nearest neighbor regression function estimators and their application in optimization
1979|7.0|2.5|Water Resources Research|Stochastic optimization of a water supply system
1980|3.0|3.0|International Journal of Electrical Power & Energy Systems|Stochastic optimization and modelling of large hydrothermal systems for long-term regulation
1981|6.0|3.0|Water Resources Research|Performance evaluation of a stochastic optimization model for reservoir design and management with explicit reliability criteria
1982|12.0|9.0|Geophysical Journal International|On the electrical crustmantle structure in Fennoscandia: no Moho, and the asthenosphere revealed?
1983|1.0|1.0|Geophysics|Nonlinear magnetic inversion using a random search method
1984|6.0|1.5|Water Resources Research|A Stochastic Optimization Model for RealTime Operation of Reservoirs Using Uncertain Forecasts
1985|5.0|3.0|Journal of Parallel and Distributed Computing|SNAP: A VLSI architecture for artificial intelligence processing
1986|33.0|6.5|winter simulation conference|Optimization of stochastic systems
1987|37.0|6.0|Water Resources Research|Optimal groundwater quality management under parameter uncertainty
1988|128.0|1.0|Psychological Review|Optimality in human motor performance: Ideal control of rapid aimed movements.
1989|31.0|1.0|International Journal of Computer Vision|Stochastic stereo matching over scale
1990|9.0|1.5|design automation conference|EST: the new frontier in automatic test-pattern generation
1991|17.0|4.0|Agricultural Systems|A procedure to reduce parameter uncertainty for complex models by comparison with real system output illustrated on a potato growth model
1992|10.0|1.0|international conference on logic programming|OR-Parallel Theorem Proving with Random Competition
1993|122.0|2.5|IEEE Transactions on Computers|Distortion invariant object recognition in the dynamic link architecture
1994|106.0|3.0|IEEE Transactions on Neural Networks|An introduction to simulated evolutionary optimization
1995|43.0|3.0|Operations Research|A New Scenario Decomposition Method for Large-Scale Stochastic Optimization
1996|77.0|3.0|Molecular Biotechnology|The Staden sequence analysis package.
1997|109.0|3.0|Proceedings of the National Academy of Sciences of the United States of America|Cross-validated maximum likelihood enhances crystallographic simulated annealing refinement
1998|39.0|4.0|conference on information and knowledge management|Efficient enumeration of frequent sequences
1999|72.0|3.0|Protein Science|Polymer principles and protein folding
2000|55.0|3.0|national conference on artificial intelligence|Information Extraction with HMM Structures Learned by Stochastic Optimization
2001|41.0|4.0|IEEE Transactions on Power Systems|Optimal bidding strategies and modeling of imperfect information among competitive generators
2002|283.0|5.0|Genome Biology|Evaluation of thresholds for the detection of binding sites for regulatory proteins in Escherichia coli K12 DNA
2003|84.0|4.0|Automatica|Stochastic optimal control and analysis of stability of networked control systems with long delay
2004|104.0|6.0|Computers & Chemical Engineering|Retrospective on optimization
2005|104.0|4.0|Computer Methods in Applied Mechanics and Engineering|A new meta-heuristic algorithm for continuous engineering optimization: harmony search theory and practice
2006|239.0|4.0|Siam Review|Optimization by Direct Search: New Perspectives on Some Classical and Modern Methods
2007|128.0|4.0|IEEE Transactions on Power Systems|A New Particle Swarm Optimization Solution to Nonconvex Economic Dispatch Problems
2008|143.0|3.0|IEEE\/ACM Transactions on Networking|Fairness and optimal stochastic control for heterogeneous networks
2009|125.0|4.0|international conference on robotics and automation|Fast Point Feature Histograms (FPFH) for 3D registration
2010|114.0|4.0|International Journal of Production Economics|Stochastic optimization of medical supply location and distribution in disaster management
