----  Field Name Polymer engineering: 
----  Field Level 2.0: 
----  Field Papers Number 21319:
----  All time max citation paper: A review of the source, behaviour and distribution of arsenic in natural waters, 2002, (2461.0 citations)
----  Papers with max citations after 5 year 
 Year|Citations|Median Citations|Venue Name|Title
1955|8.0|8.0|Journal of Applied Physics|Electron Microscopy of Monodisperse Latexes
1956|5.0|5.0|Journal of Applied Physics|Effect of Electron Irradiation on Young's Modulus
1959|1.0|1.0|Acta Metallurgica|Electrical resistivity recovery in cold-worked and electron-irradiated nickel
1960|5.0|1.0|Journal of Cell Biology|Epoxy Resins in Electron Microscopy
1961|1.0|0.5|Journal of Applied Physics|Dielectric Loss in Poly(Hexamethylene Adipamide) and Poly(Hexamethylene Sebacamide) at Low Temperatures
1962|4.0|2.5|Journal of Applied Physics|Dislocation Pinning in Copper at 4.2K and in Stage I
1963|18.0|2.0|Physics of Fluids|Rate of Ionization Behind Shock Waves in Air. II. Theoretical Interpretations
1964|11.0|2.0|Journal of the American Ceramic Society|Creep, Strength, Expansion, and Elastic Moduli of Sintered BeO As a Function of Grain Size, Porosity, and Grain Orientation
1965|9.0|0.5|Journal of Applied Physics|EFFECT OF IMPURITIES ON THE HARDENING AND COLORATION OF KCl IRRADIATED AT ROOM TEMPERATURE
1966|1.0|0.0|Journal of the American Oil Chemists' Society|The reaction of picric acid with epoxides I. A colorimetric method
1967|2.0|1.0|Philosophical Magazine|Anisotropy of defect production in electron irradiated iron
1968|0|0.0|Nature|Self-trapping of Radiation Produced Electrons
1969|5.0|1.0|Polymer Journal|A Constitutive Model for Molecular Weight and Concentration Effects in Polymer Blends
1970|15.0|1.0|American Journal of Orthodontics|The direct bonding of orthodontic attachments to teeth by means of an epoxy resin adhesive
1971|18.0|1.0|Journal of Geophysical Research|Measurements of highly collimated shortduration bursts of auroral electrons and comparison with existing auroral models
1972|7.0|1.0|Polymer Journal|Crystal Structures of Three Crystalline Forms of Poly(vinylidene fluoride)
1973|11.0|1.0|Polymer Journal|Melting and Crystallization Process of Polyethylene under High Pressure
1974|36.0|1.0|Journal of Applied Physics|Electronirradiation effect in the Auger analysis of SiO2
1975|9.0|1.0|Polymer Journal|X-ray scattering of synthetic poly(.ALPHA.-amino acid)s in the solid state. I. Transition Qf poly(.GAMMA.-b F040enzyl L-glutamate) and poly(.GAMMA.-methyl L-glutamate).
1976|16.0|1.0|Journal of Applied Physics|Recombinationenhanced annealing of the E1 and E2 defect levels in 1MeVelectronirradiated nGaAs
1977|19.0|1.0|Polymer|Stability of crack propagation in epoxy resins
1978|18.0|1.0|Polymer|Relationship between mechanical properties of and crack progogation in epoxy resin adhesives
1979|17.0|1.0|Polymer Journal|The Viscometric and Light-Scattering Determination of Dilute Solution Properties of Cellulose Diacetate
1980|15.0|1.0|Journal of Applied Physics|An annealing study of electron irradiationinduced defects in GaAs
1981|21.0|2.0|Solid State Communications|The observation of high concentrations of arsenic anti-site defects in electron irradiated n-type GaAs by X-band EPR
