----  Field Name Quantum information: 
----  Field Level 2.0: 
----  Field Papers Number 11357:
----  All time max citation paper: A silicon-based nuclear spin quantum computer, 1998, (872.0 citations)
----  Papers with max citations after 5 year 
 Year|Citations|Median Citations|Venue Name|Title
1967|4.0|2.0|IEEE Transactions on Antennas and Propagation|Waveguide admittance for radiation into plasma layers--Theory and experiment
1969|1.0|1.0|IEEE Journal of Solid-state Circuits|Computer-aided design and characterization of digital MOS integrated circuits
1970|5.0|5.0|IEEE Transactions on Audio and Electroacoustics|Composite signal decomposition
1973|2.0|2.0|Communications of The ACM|On the problem of communicating complex information
1975|10.0|5.0|Marine Biology|Impact of sewage on the distribution, abundance and community structure of rocky intertidal macro-organisms
1976|8.0|0.0|Journal of Geophysical Research|A demonstration of a transportable radio interferometric surveying system with 3-cm accuracy on a 307-m base line
1978|2.0|2.0|Journal of Mathematical Physics|Quantum generalization of Kolmogorov entropy
1979|25.0|25.0|Journal of Chemical Physics|ENERGY DISTRIBUTION IN THE PHOTODISSOCIATION PRODUCTS OF VAN DER WAALS MOLECULES: IODINE-HELIUM COMPLEXES
1980|3.0|3.0|Plant Ecology|Numerical Approaches to Lake Classification with Special Reference to Macrophyte Communities
1982|0|0.0|Communication Research|Stress, Cognition, and Communication in Interpersonal Conflicts.
1983|61.0|35.0|ACM Transactions on Programming Languages and Systems|A Distributed Algorithm for Minimum-Weight Spanning Trees
1984|9.0|4.5|IEEE Transactions on Computers|On the Impact of Communication Complexity on the Design of Parallel Numerical Algorithms
1985|8.0|4.5|symposium on the theory of computing|Towards a strong communication complexity theory or generating quasi-random sequences from two communicating slightly-random sources
1986|6.0|1.5|foundations of computer science|Complexity classes in communication complexity theory
1987|7.0|5.5|international conference on robotics and automation|Sub-optimal algorithms for force distribution in multifingered grippers
1988|17.0|4.0|symposium on the theory of computing|Monotone circuits for connectivity require super-logarithmic depth
1989|30.0|5.0|Gastroenterology|Expression of substance P/neurokinin A-encoding preprotachykinin messenger ribonucleic acids in the rat enteric nervous system
1990|36.0|1.0|symposium on the theory of computing|Small-bias probability spaces: efficient constructions and applications
1991|68.0|2.0|Neuroscience|Of dreaming and wakefulness
1992|13.0|2.0||Compile-time estimation of communication costs on multicomputers
1993|40.0|1.0|IEEE Computer|Scaling parallel programs for multiprocessors: methodology and examples
1994|28.0|2.0|IEEE Transactions on Parallel and Distributed Systems|Detection of weak unstable predicates in distributed programs
1995|59.0|3.5|Physical Review A|Elementary gates for quantum computation
1996|33.0|2.0|symposium on reliable distributed systems|Strong and weak virtual synchrony in Horus
1997|69.0|2.0|Proceedings of the National Academy of Sciences of the United States of America|Ensemble quantum computing by NMR spectroscopy
1998|180.0|2.5|Nature|A silicon-based nuclear spin quantum computer
1999|193.0|3.0|Nature|Electrical spin injection in a ferromagnetic semiconductor heterostructure
2000|102.0|3.0|Nature|Experimental entanglement of four particles
2001|137.0|3.0|Nature|Experimental realization of Shor's quantum factoring algorithm using nuclear magnetic resonance
2002|95.0|3.0|Nature|Exchange-biased quantum tunnelling in a supramolecular dimer of single-molecule magnets
2003|106.0|3.0|Physics Today|Quantum physics under control
2004|268.0|3.0|Nature|Vacuum Rabi Splitting with a Single Quantum Dot in a Photonic Crystal Nanocavity
2005|278.0|3.0|Nature Materials|Ultra-high-Q photonic double-heterostructure nanocavity
2006|178.0|2.0|Nature|Broad-band optical parametric gain on a silicon photonic chip
2007|233.0|2.0|Nature|Quantum nature of a strongly-coupled single quantum dot-cavity system
2008|244.0|2.0|Nature|The quantum internet
2009|688.0|2.0|Nature Materials|Towards wafer-size graphene layers by atmospheric pressure graphitization of silicon carbide
2010|314.0|3.0|Nature|The birth of topological insulators.
